Shipment ID,Order ID,Product ID,Origin Location ID,Destination Location ID,Carrier ID,Planned Ship Date,Actual Ship Date,Planned Delivery Date,Actual Delivery Date,Delivery Status,Quantity Shipped,Transportation Cost,Freight Type,Tracking Number,Reason for Delay
SHIP2122,ORD00107,PROD004,WH001,CUST167_ADDR,CAR003,6/14/25,6/15/25,6/20/25,6/20/25,Delivered,185,320,Ground,TRK65531,N/A
SHIP2123,ORD05178,PROD004,WH002,CUST197_ADDR,CAR003,6/9/25,6/9/25,6/14/25,6/14/25,Delivered,19,1961,Rail,TRK09949,N/A
SHIP2124,ORD03864,PROD003,WH001,CUST190_ADDR,CAR004,6/12/25,6/12/25,6/15/25,6/15/25,Delivered,46,1140,Air,TRK21459,N/A
SHIP2125,ORD05098,PROD001,WH002,CUST183_ADDR,CAR001,5/28/25,5/29/25,6/2/25,6/2/25,Delivered,14,1182,Ground,TRK37890,N/A
SHIP2126,ORD04296,PROD003,WH003,CUST147_ADDR,CAR004,6/1/25,6/2/25,6/8/25,6/8/25,Delivered,188,831,Air,TRK91834,N/A
SHIP2127,ORD03202,PROD001,WH001,CUST132_ADDR,CAR003,6/11/25,6/12/25,6/18/25,6/18/25,Delivered,48,739,Air,TRK06880,N/A
SHIP2128,ORD04007,PROD003,WH001,CUST143_ADDR,CAR003,5/28/25,5/28/25,5/30/25,6/1/25,Delayed,144,1272,Ground,TRK98310,Customs
SHIP2129,ORD00304,PROD004,WH002,CUST161_ADDR,CAR003,5/27/25,5/28/25,6/1/25,6/1/25,Delivered,161,1795,Rail,TRK98398,N/A
SHIP2130,ORD04575,PROD003,WH001,CUST149_ADDR,CAR002,5/25/25,5/25/25,6/1/25,6/2/25,Delayed,141,1823,Ground,TRK38175,Traffic
SHIP2131,ORD02073,PROD004,WH001,CUST168_ADDR,CAR001,5/16/25,5/16/25,5/23/25,5/23/25,Delivered,196,778,Air,TRK36351,N/A
SHIP2132,ORD01971,PROD001,WH001,CUST175_ADDR,CAR004,6/8/25,6/8/25,6/15/25,6/15/25,Delivered,42,529,Rail,TRK73067,N/A
SHIP2133,ORD04103,PROD005,WH001,CUST158_ADDR,CAR001,6/9/25,6/10/25,6/11/25,6/11/25,Delivered,29,1739,Ground,TRK57623,N/A
SHIP2134,ORD05740,PROD001,WH002,CUST129_ADDR,CAR003,5/19/25,5/20/25,5/24/25,5/25/25,Delayed,128,1459,Ground,TRK91762,Traffic
SHIP2135,ORD03590,PROD004,WH002,CUST177_ADDR,CAR001,6/1/25,6/1/25,6/5/25,6/5/25,Delivered,100,551,Air,TRK53958,N/A
SHIP2136,ORD05301,PROD005,WH002,CUST110_ADDR,CAR001,5/30/25,5/31/25,6/3/25,6/3/25,Delivered,199,855,Air,TRK32964,N/A
SHIP2137,ORD04815,PROD003,WH001,CUST143_ADDR,CAR002,6/7/25,6/8/25,6/9/25,6/9/25,Delivered,62,1206,Rail,TRK37185,N/A
SHIP2138,ORD03258,PROD001,WH002,CUST196_ADDR,CAR004,6/12/25,6/13/25,6/14/25,6/14/25,Delivered,195,1580,Air,TRK34110,N/A
SHIP2139,ORD05392,PROD003,WH002,CUST191_ADDR,CAR003,5/19/25,5/19/25,5/21/25,5/20/25,Delivered,22,882,Rail,TRK70424,N/A
SHIP2140,ORD01181,PROD001,WH001,CUST153_ADDR,CAR003,5/21/25,5/21/25,5/25/25,5/25/25,Delivered,122,1793,Ground,TRK59984,N/A
SHIP2141,ORD01602,PROD005,WH002,CUST198_ADDR,CAR004,5/24/25,5/24/25,5/26/25,5/26/25,Delivered,17,1654,Ground,TRK78291,N/A
SHIP2142,ORD04574,PROD004,WH002,CUST106_ADDR,CAR003,6/2/25,6/3/25,6/5/25,6/5/25,Delivered,93,659,Ground,TRK33073,N/A
SHIP2143,ORD05795,PROD002,WH002,CUST160_ADDR,CAR003,5/30/25,5/31/25,6/4/25,6/4/25,Delivered,11,930,LTL,TRK26817,N/A
SHIP2144,ORD01313,PROD004,WH002,CUST132_ADDR,CAR001,5/15/25,5/15/25,5/17/25,5/17/25,Delivered,81,1266,LTL,TRK26912,N/A
SHIP2145,ORD04145,PROD004,WH002,CUST170_ADDR,CAR001,5/26/25,5/26/25,6/2/25,6/2/25,Delivered,27,1405,Air,TRK56558,N/A
SHIP2146,ORD02845,PROD004,WH003,CUST199_ADDR,CAR002,6/5/25,6/6/25,6/11/25,6/10/25,Delivered,49,739,Rail,TRK75236,N/A
SHIP2147,ORD00749,PROD002,WH001,CUST109_ADDR,CAR004,6/6/25,6/7/25,6/11/25,6/11/25,Delivered,130,1619,Air,TRK23630,N/A
SHIP2148,ORD03528,PROD004,WH003,CUST161_ADDR,CAR002,6/1/25,6/1/25,6/7/25,6/7/25,Delivered,20,410,Ground,TRK60138,N/A
SHIP2149,ORD02287,PROD005,WH001,CUST115_ADDR,CAR004,6/7/25,6/7/25,6/13/25,6/13/25,Delivered,16,1336,Rail,TRK16829,N/A
SHIP2150,ORD02232,PROD004,WH001,CUST153_ADDR,CAR002,6/10/25,6/11/25,6/16/25,6/16/25,Delivered,167,1964,Air,TRK16357,N/A
SHIP2151,ORD03849,PROD005,WH001,CUST150_ADDR,CAR004,6/4/25,6/5/25,6/6/25,6/6/25,Delivered,103,1723,Ground,TRK11073,N/A
SHIP2152,ORD02617,PROD005,WH003,CUST143_ADDR,CAR002,5/30/25,5/31/25,6/1/25,6/1/25,Delivered,94,612,Rail,TRK13656,N/A
SHIP2153,ORD05415,PROD005,WH001,CUST150_ADDR,CAR002,6/13/25,6/13/25,6/16/25,6/16/25,Delivered,53,1186,Air,TRK68868,N/A
SHIP2154,ORD02392,PROD002,WH002,CUST169_ADDR,CAR001,5/30/25,5/30/25,6/1/25,6/2/25,Delayed,155,795,Ground,TRK92653,Traffic
SHIP2155,ORD03775,PROD003,WH002,CUST155_ADDR,CAR003,5/15/25,5/15/25,5/19/25,5/19/25,Delivered,11,447,Rail,TRK32257,N/A
SHIP2156,ORD00071,PROD001,WH001,CUST122_ADDR,CAR001,5/18/25,5/19/25,5/21/25,5/21/25,Delivered,83,605,Rail,TRK14312,N/A
SHIP2157,ORD02273,PROD001,WH003,CUST166_ADDR,CAR004,5/28/25,5/28/25,6/3/25,6/3/25,Delivered,100,950,Ground,TRK27310,N/A
SHIP2158,ORD00627,PROD005,WH002,CUST162_ADDR,CAR001,6/12/25,6/12/25,6/16/25,6/16/25,Delivered,99,1810,Rail,TRK44452,N/A
SHIP2159,ORD00160,PROD005,WH002,CUST172_ADDR,CAR003,5/27/25,5/27/25,5/29/25,5/29/25,Delivered,18,375,LTL,TRK26545,N/A
SHIP2160,ORD01491,PROD003,WH003,CUST151_ADDR,CAR004,5/21/25,5/21/25,5/26/25,5/26/25,Delivered,105,538,Air,TRK33356,N/A
SHIP2161,ORD02611,PROD001,WH001,CUST154_ADDR,CAR002,5/21/25,5/22/25,5/26/25,5/26/25,Delivered,14,610,Ground,TRK00602,N/A
SHIP2162,ORD02244,PROD005,WH002,CUST142_ADDR,CAR002,5/24/25,5/24/25,5/29/25,5/30/25,Delayed,102,1408,Rail,TRK72504,Weather
SHIP2163,ORD03861,PROD002,WH003,CUST176_ADDR,CAR001,6/7/25,6/7/25,6/10/25,6/11/25,Delayed,28,1301,Rail,TRK35384,Customs
SHIP2164,ORD02073,PROD002,WH001,CUST104_ADDR,CAR004,5/24/25,5/24/25,5/31/25,5/31/25,Delivered,163,814,Air,TRK89184,N/A
SHIP2165,ORD00329,PROD001,WH003,CUST102_ADDR,CAR002,6/2/25,6/2/25,6/7/25,6/7/25,Delivered,33,344,Rail,TRK42063,N/A
SHIP2166,ORD00556,PROD004,WH001,CUST191_ADDR,CAR004,5/20/25,5/20/25,5/26/25,5/28/25,Delayed,54,820,Rail,TRK33114,Weather
SHIP2167,ORD04244,PROD002,WH003,CUST132_ADDR,CAR002,5/18/25,5/18/25,5/23/25,5/23/25,Delivered,59,1102,LTL,TRK98672,N/A
SHIP2168,ORD04454,PROD004,WH001,CUST103_ADDR,CAR002,5/16/25,5/17/25,5/22/25,5/22/25,Delivered,66,482,Rail,TRK65384,N/A
SHIP2169,ORD00471,PROD002,WH002,CUST124_ADDR,CAR004,5/23/25,5/23/25,5/26/25,5/26/25,Delivered,85,1851,Air,TRK64551,N/A
SHIP2170,ORD05977,PROD001,WH003,CUST107_ADDR,CAR003,6/12/25,6/12/25,6/16/25,6/16/25,Delivered,105,301,LTL,TRK79301,N/A
SHIP2171,ORD00183,PROD004,WH002,CUST121_ADDR,CAR001,5/23/25,5/24/25,5/25/25,5/26/25,Delayed,132,721,Air,TRK58513,Mechanical
SHIP2172,ORD01586,PROD002,WH002,CUST116_ADDR,CAR002,5/16/25,5/16/25,5/22/25,5/22/25,Delivered,191,1299,Ground,TRK21052,N/A
SHIP2173,ORD02459,PROD002,WH003,CUST165_ADDR,CAR002,6/12/25,6/13/25,6/14/25,6/14/25,Delivered,157,1651,Ground,TRK66555,N/A
SHIP2174,ORD01836,PROD004,WH003,CUST143_ADDR,CAR002,6/1/25,6/1/25,6/8/25,6/9/25,Delayed,49,1476,Ground,TRK52037,Mechanical
SHIP2175,ORD03019,PROD003,WH002,CUST111_ADDR,CAR001,5/22/25,5/22/25,5/26/25,5/26/25,Delivered,200,1541,Rail,TRK48019,N/A
SHIP2176,ORD01525,PROD002,WH001,CUST128_ADDR,CAR001,5/17/25,5/18/25,5/20/25,5/20/25,Delivered,196,785,Air,TRK84185,N/A
SHIP2177,ORD05774,PROD003,WH003,CUST152_ADDR,CAR003,5/31/25,5/31/25,6/6/25,6/6/25,Delivered,18,1247,Ground,TRK68314,N/A
SHIP2178,ORD05669,PROD001,WH001,CUST110_ADDR,CAR001,5/22/25,5/23/25,5/29/25,5/29/25,Delivered,35,607,Ground,TRK45523,N/A
SHIP2179,ORD01014,PROD003,WH001,CUST179_ADDR,CAR001,5/19/25,5/19/25,5/23/25,5/23/25,Delivered,93,340,Rail,TRK69017,N/A
SHIP2180,ORD01888,PROD001,WH003,CUST132_ADDR,CAR001,5/21/25,5/21/25,5/26/25,5/26/25,Delivered,116,802,Air,TRK97746,N/A
SHIP2181,ORD02180,PROD001,WH001,CUST165_ADDR,CAR004,5/23/25,5/23/25,5/25/25,5/27/25,Delayed,24,1639,LTL,TRK84000,Customs
SHIP2182,ORD00630,PROD005,WH002,CUST199_ADDR,CAR004,5/15/25,5/16/25,5/22/25,5/21/25,Delivered,60,1861,Air,TRK05499,N/A
SHIP2183,ORD02036,PROD005,WH002,CUST169_ADDR,CAR002,5/27/25,5/27/25,6/2/25,6/2/25,Delivered,172,1214,Air,TRK06141,N/A
SHIP2184,ORD03088,PROD004,WH001,CUST141_ADDR,CAR004,5/20/25,5/20/25,5/23/25,5/25/25,Delayed,109,686,LTL,TRK49234,Customs
SHIP2185,ORD00791,PROD005,WH001,CUST162_ADDR,CAR002,5/16/25,5/16/25,5/19/25,5/20/25,Delayed,52,1583,LTL,TRK89098,Traffic
SHIP2186,ORD04306,PROD002,WH002,CUST134_ADDR,CAR003,6/2/25,6/2/25,6/6/25,6/6/25,Delivered,84,772,Rail,TRK39747,N/A
SHIP2187,ORD01683,PROD003,WH001,CUST135_ADDR,CAR001,6/10/25,6/10/25,6/16/25,6/16/25,Delivered,104,1802,Rail,TRK19809,N/A
SHIP2188,ORD01804,PROD004,WH002,CUST159_ADDR,CAR002,6/4/25,6/4/25,6/6/25,6/6/25,Delivered,114,1884,LTL,TRK46901,N/A
SHIP2189,ORD05106,PROD004,WH001,CUST179_ADDR,CAR002,5/22/25,5/23/25,5/27/25,5/27/25,Delivered,180,1344,LTL,TRK49952,N/A
SHIP2190,ORD00211,PROD003,WH003,CUST185_ADDR,CAR002,6/2/25,6/3/25,6/4/25,6/4/25,Delivered,153,1181,LTL,TRK04619,N/A
SHIP2191,ORD03178,PROD005,WH002,CUST189_ADDR,CAR004,6/4/25,6/5/25,6/6/25,6/6/25,Delivered,11,673,Air,TRK42428,N/A
SHIP2192,ORD00836,PROD003,WH002,CUST191_ADDR,CAR003,5/31/25,5/31/25,6/4/25,6/4/25,Delivered,97,571,Air,TRK95305,N/A
SHIP2193,ORD03974,PROD001,WH001,CUST157_ADDR,CAR002,6/6/25,6/6/25,6/8/25,6/9/25,Delayed,15,601,LTL,TRK99043,Customs
SHIP2194,ORD02523,PROD001,WH003,CUST117_ADDR,CAR004,5/23/25,5/24/25,5/27/25,5/27/25,Delivered,140,1391,LTL,TRK62655,N/A
SHIP2195,ORD05463,PROD003,WH002,CUST193_ADDR,CAR001,5/31/25,6/1/25,6/7/25,6/7/25,Delivered,50,816,LTL,TRK09183,N/A
SHIP2196,ORD02366,PROD001,WH003,CUST119_ADDR,CAR001,5/27/25,5/27/25,5/30/25,5/30/25,Delivered,27,758,Air,TRK92791,N/A
SHIP2197,ORD05031,PROD005,WH003,CUST183_ADDR,CAR003,5/16/25,5/17/25,5/22/25,5/22/25,Delivered,81,1571,Rail,TRK99658,N/A
SHIP2198,ORD00683,PROD005,WH002,CUST120_ADDR,CAR003,5/29/25,5/29/25,6/2/25,6/2/25,Delivered,35,1409,Ground,TRK13770,N/A
SHIP2199,ORD02743,PROD004,WH002,CUST148_ADDR,CAR001,5/17/25,5/17/25,5/23/25,5/24/25,Delayed,15,1819,Air,TRK02511,Weather
SHIP2200,ORD00978,PROD001,WH001,CUST160_ADDR,CAR002,6/12/25,6/13/25,6/17/25,6/17/25,Delivered,93,1244,Ground,TRK68520,N/A
SHIP2201,ORD05488,PROD001,WH002,CUST195_ADDR,CAR001,5/19/25,5/20/25,5/23/25,5/24/25,Delayed,138,681,LTL,TRK90127,Mechanical
SHIP2202,ORD00038,PROD002,WH001,CUST149_ADDR,CAR004,5/26/25,5/26/25,5/30/25,5/30/25,Delivered,30,690,LTL,TRK99756,N/A
SHIP2203,ORD03896,PROD001,WH001,CUST121_ADDR,CAR001,6/9/25,6/9/25,6/11/25,6/11/25,Delivered,31,1914,LTL,TRK17798,N/A
SHIP2204,ORD00315,PROD005,WH003,CUST193_ADDR,CAR002,6/13/25,6/13/25,6/17/25,6/17/25,Delivered,17,1611,Ground,TRK70750,N/A
SHIP2205,ORD00002,PROD003,WH002,CUST197_ADDR,CAR001,5/20/25,5/20/25,5/27/25,5/27/25,Delivered,146,1225,LTL,TRK84428,N/A
SHIP2206,ORD03091,PROD004,WH001,CUST160_ADDR,CAR004,5/18/25,5/18/25,5/23/25,5/23/25,Delivered,128,1739,LTL,TRK84640,N/A
SHIP2207,ORD03854,PROD004,WH001,CUST123_ADDR,CAR003,6/2/25,6/2/25,6/5/25,6/5/25,Delivered,82,930,Air,TRK03078,N/A
SHIP2208,ORD02363,PROD003,WH001,CUST112_ADDR,CAR004,6/14/25,6/14/25,6/20/25,6/20/25,Delivered,125,1981,Rail,TRK38201,N/A
SHIP2209,ORD04728,PROD004,WH002,CUST109_ADDR,CAR001,6/13/25,6/14/25,6/17/25,6/17/25,Delivered,194,466,Rail,TRK50043,N/A
SHIP2210,ORD04778,PROD002,WH001,CUST132_ADDR,CAR002,5/30/25,5/30/25,6/4/25,6/4/25,Delivered,114,977,LTL,TRK57949,N/A
SHIP2211,ORD05617,PROD005,WH003,CUST145_ADDR,CAR001,5/22/25,5/23/25,5/25/25,5/25/25,Delivered,163,1371,Rail,TRK98679,N/A
SHIP2212,ORD00735,PROD002,WH003,CUST143_ADDR,CAR002,6/8/25,6/8/25,6/14/25,6/14/25,Delivered,188,1026,Air,TRK34965,N/A
SHIP2213,ORD03175,PROD003,WH002,CUST159_ADDR,CAR004,5/23/25,5/24/25,5/27/25,5/27/25,Delivered,90,1204,Ground,TRK99975,N/A
SHIP2214,ORD01614,PROD004,WH001,CUST152_ADDR,CAR004,5/15/25,5/15/25,5/18/25,5/18/25,Delivered,70,831,Ground,TRK31215,N/A
SHIP2215,ORD04612,PROD005,WH001,CUST140_ADDR,CAR001,5/20/25,5/20/25,5/23/25,5/22/25,Delivered,69,1236,Ground,TRK22497,N/A
SHIP2216,ORD05935,PROD004,WH003,CUST190_ADDR,CAR001,6/9/25,6/9/25,6/14/25,6/14/25,Delivered,185,1211,Rail,TRK14287,N/A
SHIP2217,ORD02304,PROD002,WH003,CUST193_ADDR,CAR004,6/14/25,6/14/25,6/21/25,6/21/25,Delivered,198,613,LTL,TRK15249,N/A
SHIP2218,ORD02448,PROD002,WH001,CUST164_ADDR,CAR001,6/10/25,6/11/25,6/15/25,6/15/25,Delivered,92,944,LTL,TRK64029,N/A
SHIP2219,ORD01393,PROD004,WH001,CUST183_ADDR,CAR003,5/29/25,5/29/25,6/1/25,6/1/25,Delivered,99,1849,Air,TRK46974,N/A
SHIP2220,ORD00609,PROD001,WH001,CUST172_ADDR,CAR004,5/28/25,5/28/25,6/3/25,6/5/25,Delayed,122,1815,LTL,TRK27464,Weather
SHIP2221,ORD00379,PROD002,WH002,CUST163_ADDR,CAR004,5/30/25,5/30/25,6/6/25,6/6/25,Delivered,155,338,Ground,TRK73575,N/A
SHIP2222,ORD04432,PROD002,WH003,CUST178_ADDR,CAR001,5/16/25,5/17/25,5/19/25,5/19/25,Delivered,148,1374,Rail,TRK74005,N/A
SHIP2223,ORD03949,PROD001,WH002,CUST181_ADDR,CAR003,6/14/25,6/14/25,6/20/25,6/22/25,Delayed,121,804,Ground,TRK77361,Mechanical
SHIP2224,ORD00772,PROD003,WH002,CUST103_ADDR,CAR003,6/5/25,6/5/25,6/8/25,6/8/25,Delivered,42,1914,Air,TRK47898,N/A
SHIP2225,ORD03362,PROD002,WH001,CUST114_ADDR,CAR002,5/30/25,5/30/25,6/2/25,6/2/25,Delivered,51,1738,Air,TRK40751,N/A
SHIP2226,ORD01572,PROD002,WH002,CUST192_ADDR,CAR004,6/7/25,6/7/25,6/14/25,6/14/25,Delivered,125,1241,Ground,TRK44085,N/A
SHIP2227,ORD05832,PROD004,WH001,CUST108_ADDR,CAR002,5/17/25,5/17/25,5/19/25,5/19/25,Delivered,177,794,Ground,TRK45655,N/A
SHIP2228,ORD00466,PROD004,WH002,CUST108_ADDR,CAR002,6/12/25,6/12/25,6/17/25,6/17/25,Delivered,189,1400,LTL,TRK44544,N/A
SHIP2229,ORD01132,PROD004,WH001,CUST117_ADDR,CAR002,6/9/25,6/10/25,6/14/25,6/14/25,Delivered,129,1841,Rail,TRK11580,N/A
SHIP2230,ORD03744,PROD004,WH001,CUST108_ADDR,CAR003,6/7/25,6/7/25,6/14/25,6/15/25,Delayed,154,849,Ground,TRK47793,Customs
SHIP2231,ORD02229,PROD001,WH003,CUST154_ADDR,CAR002,6/6/25,6/6/25,6/12/25,6/12/25,Delivered,128,925,Air,TRK12544,N/A
SHIP2232,ORD00678,PROD001,WH003,CUST173_ADDR,CAR003,6/5/25,6/6/25,6/7/25,6/8/25,Delayed,93,1358,Air,TRK45351,Mechanical
SHIP2233,ORD01955,PROD003,WH002,CUST115_ADDR,CAR001,6/11/25,6/12/25,6/14/25,6/14/25,Delivered,31,691,LTL,TRK09241,N/A
SHIP2234,ORD04469,PROD005,WH002,CUST164_ADDR,CAR003,5/21/25,5/22/25,5/26/25,5/26/25,Delivered,168,1670,LTL,TRK28751,N/A
SHIP2235,ORD01998,PROD003,WH003,CUST188_ADDR,CAR003,6/14/25,6/14/25,6/20/25,6/22/25,Delayed,98,1344,LTL,TRK18733,Mechanical
SHIP2236,ORD05985,PROD004,WH001,CUST180_ADDR,CAR003,5/30/25,5/30/25,6/6/25,6/6/25,Delivered,76,1560,Air,TRK40002,N/A
SHIP2237,ORD03763,PROD004,WH003,CUST181_ADDR,CAR002,6/7/25,6/7/25,6/13/25,6/14/25,Delayed,66,450,Air,TRK91324,Traffic
SHIP2238,ORD05107,PROD004,WH003,CUST182_ADDR,CAR003,6/12/25,6/12/25,6/19/25,6/19/25,Delivered,158,317,Air,TRK34481,N/A
SHIP2239,ORD05782,PROD005,WH001,CUST192_ADDR,CAR002,5/21/25,5/21/25,5/26/25,5/27/25,Delayed,49,1188,LTL,TRK53964,Traffic
SHIP2240,ORD02944,PROD005,WH002,CUST189_ADDR,CAR001,5/16/25,5/16/25,5/20/25,5/20/25,Delivered,191,700,Air,TRK31984,N/A
SHIP2241,ORD03411,PROD001,WH001,CUST162_ADDR,CAR003,6/11/25,6/11/25,6/14/25,6/14/25,Delivered,36,1572,Rail,TRK34727,N/A
SHIP2242,ORD00423,PROD004,WH003,CUST155_ADDR,CAR002,6/9/25,6/9/25,6/14/25,6/16/25,Delayed,108,1865,Air,TRK12829,Customs
SHIP2243,ORD02098,PROD005,WH002,CUST185_ADDR,CAR003,5/25/25,5/25/25,5/30/25,5/30/25,Delivered,136,900,Air,TRK94206,N/A
SHIP2244,ORD03154,PROD001,WH003,CUST155_ADDR,CAR004,5/28/25,5/29/25,6/2/25,6/4/25,Delayed,156,1726,Air,TRK85064,Mechanical
SHIP2245,ORD05686,PROD002,WH002,CUST117_ADDR,CAR001,5/29/25,5/29/25,6/1/25,6/1/25,Delivered,25,340,Air,TRK24884,N/A
SHIP2246,ORD03719,PROD001,WH001,CUST124_ADDR,CAR003,6/11/25,6/12/25,6/17/25,6/17/25,Delivered,131,1770,Air,TRK69311,N/A
SHIP2247,ORD01332,PROD004,WH001,CUST138_ADDR,CAR001,5/28/25,5/28/25,5/31/25,6/1/25,Delayed,19,1228,Rail,TRK75368,Mechanical
SHIP2248,ORD02567,PROD001,WH001,CUST108_ADDR,CAR001,5/17/25,5/18/25,5/19/25,5/20/25,Delayed,61,1711,Ground,TRK19206,Traffic
SHIP2249,ORD05919,PROD002,WH002,CUST128_ADDR,CAR004,5/23/25,5/23/25,5/26/25,5/26/25,Delivered,122,788,Rail,TRK54562,N/A
SHIP2250,ORD00608,PROD003,WH001,CUST102_ADDR,CAR004,6/10/25,6/11/25,6/12/25,6/12/25,Delivered,108,1116,Ground,TRK50378,N/A
SHIP2251,ORD03130,PROD002,WH001,CUST129_ADDR,CAR002,5/19/25,5/19/25,5/24/25,5/24/25,Delivered,182,1492,Ground,TRK62609,N/A
SHIP2252,ORD04473,PROD001,WH003,CUST116_ADDR,CAR003,6/13/25,6/13/25,6/18/25,6/18/25,Delivered,66,534,Ground,TRK16861,N/A
SHIP2253,ORD01707,PROD002,WH003,CUST200_ADDR,CAR003,5/23/25,5/23/25,5/28/25,5/28/25,Delivered,15,1372,Ground,TRK87209,N/A
SHIP2254,ORD04926,PROD003,WH002,CUST182_ADDR,CAR002,6/2/25,6/2/25,6/8/25,6/8/25,Delivered,70,1709,Ground,TRK58729,N/A
SHIP2255,ORD00629,PROD005,WH001,CUST168_ADDR,CAR003,6/4/25,6/4/25,6/10/25,6/11/25,Delayed,125,1410,Air,TRK46730,Weather
SHIP2256,ORD05192,PROD005,WH003,CUST183_ADDR,CAR003,5/23/25,5/24/25,5/25/25,5/26/25,Delayed,133,917,Rail,TRK17447,Traffic
SHIP2257,ORD05513,PROD002,WH001,CUST132_ADDR,CAR002,5/21/25,5/21/25,5/25/25,5/24/25,Delivered,56,923,Rail,TRK18351,N/A
SHIP2258,ORD01516,PROD001,WH002,CUST153_ADDR,CAR003,5/16/25,5/16/25,5/21/25,5/21/25,Delivered,144,318,LTL,TRK06968,N/A
SHIP2259,ORD04723,PROD005,WH001,CUST137_ADDR,CAR003,6/4/25,6/4/25,6/11/25,6/11/25,Delivered,27,746,Air,TRK72466,N/A
SHIP2260,ORD01419,PROD004,WH003,CUST149_ADDR,CAR001,5/28/25,5/28/25,6/4/25,6/4/25,Delivered,103,501,LTL,TRK23882,N/A
SHIP2261,ORD00874,PROD002,WH003,CUST141_ADDR,CAR003,6/14/25,6/14/25,6/20/25,6/20/25,Delivered,14,1917,Ground,TRK47359,N/A
SHIP2262,ORD05330,PROD002,WH003,CUST200_ADDR,CAR003,5/17/25,5/18/25,5/19/25,5/20/25,Delayed,187,1308,Rail,TRK20732,Customs
SHIP2263,ORD05749,PROD004,WH003,CUST163_ADDR,CAR001,6/5/25,6/5/25,6/8/25,6/8/25,Delivered,150,1407,Rail,TRK85770,N/A
SHIP2264,ORD00321,PROD001,WH003,CUST190_ADDR,CAR002,6/2/25,6/2/25,6/5/25,6/5/25,Delivered,172,1715,Ground,TRK31864,N/A
SHIP2265,ORD05348,PROD003,WH001,CUST155_ADDR,CAR001,5/20/25,5/20/25,5/22/25,5/24/25,Delayed,103,1579,LTL,TRK45716,Weather
SHIP2266,ORD00457,PROD005,WH003,CUST112_ADDR,CAR001,6/3/25,6/3/25,6/7/25,6/7/25,Delivered,33,1221,Ground,TRK40469,N/A
SHIP2267,ORD00579,PROD002,WH001,CUST154_ADDR,CAR003,5/15/25,5/16/25,5/17/25,5/17/25,Delivered,151,1217,Ground,TRK90385,N/A
SHIP2268,ORD02194,PROD003,WH003,CUST110_ADDR,CAR003,5/22/25,5/23/25,5/27/25,5/27/25,Delivered,105,687,Rail,TRK67679,N/A
SHIP2269,ORD00485,PROD005,WH003,CUST149_ADDR,CAR001,6/12/25,6/12/25,6/18/25,6/18/25,Delivered,11,1427,Ground,TRK32145,N/A
SHIP2270,ORD01270,PROD003,WH002,CUST144_ADDR,CAR003,6/6/25,6/6/25,6/11/25,6/11/25,Delivered,184,1238,Rail,TRK94104,N/A
SHIP2271,ORD04801,PROD004,WH002,CUST197_ADDR,CAR003,5/31/25,5/31/25,6/6/25,6/6/25,Delivered,57,1272,Rail,TRK17496,N/A
SHIP2272,ORD02720,PROD002,WH002,CUST145_ADDR,CAR001,6/1/25,6/1/25,6/6/25,6/6/25,Delivered,158,1937,Rail,TRK61915,N/A
SHIP2273,ORD04826,PROD002,WH002,CUST196_ADDR,CAR003,5/20/25,5/20/25,5/24/25,5/24/25,Delivered,78,1039,Rail,TRK11503,N/A
SHIP2274,ORD01261,PROD001,WH002,CUST141_ADDR,CAR004,6/2/25,6/2/25,6/4/25,6/4/25,Delivered,92,1820,Rail,TRK04059,N/A
SHIP2275,ORD01904,PROD001,WH001,CUST136_ADDR,CAR003,5/26/25,5/26/25,5/30/25,5/30/25,Delivered,43,1336,Rail,TRK83134,N/A
SHIP2276,ORD00829,PROD004,WH001,CUST192_ADDR,CAR001,6/8/25,6/8/25,6/10/25,6/11/25,Delayed,70,713,Rail,TRK58817,Customs
SHIP2277,ORD04931,PROD004,WH002,CUST123_ADDR,CAR001,5/28/25,5/28/25,6/3/25,6/3/25,Delivered,179,1234,Rail,TRK99127,N/A
SHIP2278,ORD01220,PROD005,WH003,CUST129_ADDR,CAR003,5/30/25,5/30/25,6/2/25,6/2/25,Delivered,158,1188,Air,TRK04327,N/A
SHIP2279,ORD03613,PROD005,WH002,CUST170_ADDR,CAR004,6/6/25,6/6/25,6/11/25,6/11/25,Delivered,139,939,LTL,TRK61741,N/A
SHIP2280,ORD00544,PROD002,WH003,CUST149_ADDR,CAR002,5/26/25,5/27/25,6/2/25,6/2/25,Delivered,74,1791,Rail,TRK50751,N/A
SHIP2281,ORD01550,PROD001,WH003,CUST176_ADDR,CAR004,6/7/25,6/7/25,6/14/25,6/16/25,Delayed,100,1179,LTL,TRK02850,Customs
SHIP2282,ORD02203,PROD001,WH001,CUST167_ADDR,CAR004,6/6/25,6/6/25,6/12/25,6/11/25,Delivered,56,1316,LTL,TRK07108,N/A
SHIP2283,ORD01151,PROD004,WH002,CUST188_ADDR,CAR004,6/6/25,6/6/25,6/12/25,6/12/25,Delivered,32,1389,Air,TRK51227,N/A
SHIP2284,ORD03867,PROD005,WH003,CUST177_ADDR,CAR003,6/7/25,6/8/25,6/11/25,6/11/25,Delivered,44,958,Rail,TRK04737,N/A
SHIP2285,ORD04712,PROD002,WH003,CUST117_ADDR,CAR001,5/31/25,6/1/25,6/2/25,6/2/25,Delivered,100,1288,Air,TRK17535,N/A
