Purchase Order ID,Product ID,Supplier ID,Order Date,Requested Delivery Date (Supplier),Actual Delivery Date (Supplier),Quantity Ordered,Quantity Received,Unit Cost,Total PO Value,Payment Terms,Supplier Lead Time (Standard),Supplier Quality Rating
PO2891,PROD005,SUPP003,4/12/25,5/2/25,4/30/25,407,406,173,"70,411",Net 45,20,B
PO2892,PROD004,SUPP001,4/8/25,4/26/25,4/24/25,102,100,41,"4,182",Net 30,18,A
PO2893,PROD005,SUPP001,4/28/25,5/8/25,5/10/25,192,189,117,"22,464",Net 30,10,C
PO2894,PROD002,SUPP003,4/8/25,4/24/25,4/22/25,275,273,183,"50,325",Net 30,16,B
PO2895,PROD002,SUPP003,4/28/25,5/15/25,5/13/25,152,147,87,"13,224",Net 30,17,B
PO2896,PROD001,SUPP004,4/8/25,4/22/25,4/25/25,189,184,86,"16,254",Net 30,14,C
PO2897,PROD001,SUPP004,5/18/25,6/1/25,6/3/25,84,79,182,"15,288",Net 60,14,C
PO2898,PROD004,SUPP002,5/5/25,5/21/25,5/21/25,432,430,197,"85,104",Net 45,16,A
PO2899,PROD002,SUPP002,4/6/25,4/21/25,4/20/25,156,154,85,"13,260",Net 30,15,A
PO2900,PROD005,SUPP001,5/18/25,6/4/25,6/7/25,334,329,153,"51,102",Net 30,17,C
PO2901,PROD002,SUPP002,4/6/25,4/22/25,4/25/25,426,426,163,"69,438",Net 45,16,A
PO2902,PROD004,SUPP002,4/8/25,4/24/25,4/25/25,282,282,51,"14,382",Net 60,16,B
PO2903,PROD002,SUPP003,4/24/25,5/10/25,5/13/25,361,358,139,"50,179",Net 60,16,C
PO2904,PROD003,SUPP002,4/7/25,4/24/25,4/27/25,52,52,155,"8,060",Net 45,17,C
PO2905,PROD004,SUPP003,5/18/25,6/2/25,6/2/25,86,84,166,"14,276",Net 60,15,A
PO2906,PROD004,SUPP002,5/26/25,6/12/25,6/14/25,484,484,108,"52,272",Net 30,17,B
PO2907,PROD001,SUPP004,4/18/25,5/8/25,5/6/25,24,22,47,"1,128",Net 45,20,B
PO2908,PROD004,SUPP002,4/1/25,4/14/25,4/16/25,392,390,89,"34,888",Net 30,13,A
PO2909,PROD001,SUPP004,4/21/25,5/5/25,5/8/25,403,400,186,"74,958",Net 60,14,C
PO2910,PROD004,SUPP001,5/17/25,6/6/25,6/4/25,359,358,179,"64,261",Net 60,20,A
PO2911,PROD002,SUPP003,5/22/25,6/5/25,6/5/25,392,387,95,"37,240",Net 45,14,A
PO2912,PROD004,SUPP004,5/25/25,6/12/25,6/14/25,220,218,170,"37,400",Net 45,18,A
PO2913,PROD003,SUPP004,4/15/25,5/4/25,5/6/25,285,285,164,"46,740",Net 60,19,C
PO2914,PROD004,SUPP001,5/14/25,6/3/25,6/6/25,372,371,142,"52,824",Net 30,20,B
PO2915,PROD002,SUPP002,5/3/25,5/20/25,5/18/25,84,83,47,"3,948",Net 60,17,C
PO2916,PROD004,SUPP003,5/28/25,6/7/25,6/7/25,427,422,99,"42,273",Net 30,10,C
PO2917,PROD002,SUPP001,5/19/25,6/3/25,6/3/25,118,113,178,"21,004",Net 60,15,B
PO2918,PROD005,SUPP004,5/20/25,6/7/25,6/6/25,481,477,92,"44,252",Net 60,18,C
PO2919,PROD001,SUPP002,5/30/25,6/10/25,6/11/25,88,86,98,"8,624",Net 30,11,C
PO2920,PROD004,SUPP001,4/24/25,5/5/25,5/7/25,294,290,171,"50,274",Net 30,11,A
PO2921,PROD002,SUPP001,4/18/25,5/1/25,4/29/25,92,87,188,"17,296",Net 45,13,B
PO2922,PROD003,SUPP001,5/22/25,6/10/25,6/13/25,49,48,75,"3,675",Net 60,19,C
PO2923,PROD005,SUPP001,4/27/25,5/11/25,5/10/25,38,35,143,"5,434",Net 30,14,A
PO2924,PROD004,SUPP001,5/11/25,5/27/25,5/25/25,369,365,119,"43,911",Net 45,16,B
PO2925,PROD005,SUPP004,5/28/25,6/12/25,6/10/25,223,222,101,"22,523",Net 30,15,C
PO2926,PROD003,SUPP002,4/9/25,4/24/25,4/26/25,349,349,76,"26,524",Net 60,15,A
PO2927,PROD004,SUPP003,4/1/25,4/21/25,4/21/25,461,458,59,"27,199",Net 30,20,A
PO2928,PROD003,SUPP002,5/22/25,6/11/25,6/13/25,428,428,119,"50,932",Net 45,20,B
PO2929,PROD005,SUPP002,4/5/25,4/23/25,4/25/25,482,482,47,"22,654",Net 60,18,C
PO2930,PROD005,SUPP002,4/29/25,5/9/25,5/8/25,104,100,148,"15,392",Net 60,10,B
PO2931,PROD002,SUPP001,4/10/25,4/22/25,4/20/25,450,450,54,"24,300",Net 45,12,B
PO2932,PROD004,SUPP003,4/20/25,5/9/25,5/11/25,193,189,181,"34,933",Net 60,19,A
PO2933,PROD003,SUPP001,4/2/25,4/17/25,4/17/25,434,429,157,"68,138",Net 60,15,C
PO2934,PROD005,SUPP002,4/7/25,4/25/25,4/28/25,240,239,120,"28,800",Net 60,18,A
PO2935,PROD003,SUPP002,4/4/25,4/20/25,4/20/25,217,217,42,"9,114",Net 45,16,A
PO2936,PROD003,SUPP004,4/13/25,4/23/25,4/26/25,54,53,85,"4,590",Net 60,10,C
PO2937,PROD002,SUPP001,4/20/25,5/10/25,5/13/25,337,335,61,"20,557",Net 60,20,B
PO2938,PROD004,SUPP004,5/2/25,5/19/25,5/21/25,355,351,193,"68,515",Net 60,17,A
PO2939,PROD001,SUPP004,5/29/25,6/18/25,6/18/25,427,423,117,"49,959",Net 60,20,A
PO2940,PROD001,SUPP001,5/18/25,5/29/25,5/30/25,43,42,162,"6,966",Net 30,11,B
PO2941,PROD003,SUPP003,4/12/25,4/22/25,4/24/25,81,77,186,"15,066",Net 30,10,B
PO2942,PROD005,SUPP001,4/29/25,5/15/25,5/16/25,463,460,107,"49,541",Net 45,16,B
PO2943,PROD002,SUPP003,4/3/25,4/14/25,4/12/25,226,225,166,"37,516",Net 60,11,C
PO2944,PROD005,SUPP001,5/13/25,5/31/25,5/30/25,83,78,166,"13,778",Net 30,18,C
PO2945,PROD005,SUPP002,5/30/25,6/14/25,6/16/25,214,211,144,"30,816",Net 30,15,C
PO2946,PROD005,SUPP001,5/28/25,6/7/25,6/10/25,216,216,82,"17,712",Net 60,10,A
PO2947,PROD005,SUPP002,5/28/25,6/12/25,6/12/25,381,378,124,"47,244",Net 60,15,C
PO2948,PROD005,SUPP004,4/16/25,5/1/25,5/3/25,165,165,109,"17,985",Net 45,15,B
PO2949,PROD004,SUPP002,5/12/25,6/1/25,6/4/25,56,51,147,"8,232",Net 30,20,B
PO2950,PROD003,SUPP001,4/29/25,5/18/25,5/21/25,498,498,175,"87,150",Net 60,19,C
PO2951,PROD004,SUPP001,4/2/25,4/22/25,4/25/25,459,456,108,"49,572",Net 30,20,C
PO2952,PROD002,SUPP002,5/2/25,5/12/25,5/15/25,337,334,144,"48,528",Net 60,10,A
PO2953,PROD002,SUPP001,5/2/25,5/22/25,5/25/25,378,376,166,"62,748",Net 30,20,B
PO2954,PROD005,SUPP003,5/13/25,6/2/25,5/31/25,430,427,55,"23,650",Net 45,20,A
PO2955,PROD002,SUPP003,4/17/25,4/30/25,5/1/25,125,120,150,"18,750",Net 60,13,B
PO2956,PROD003,SUPP003,4/10/25,4/26/25,4/29/25,37,33,100,"3,700",Net 30,16,C
PO2957,PROD005,SUPP001,5/22/25,6/11/25,6/9/25,112,112,172,"19,264",Net 30,20,C
PO2958,PROD001,SUPP003,5/27/25,6/14/25,6/16/25,285,283,47,"13,395",Net 45,18,B
PO2959,PROD004,SUPP001,5/7/25,5/26/25,5/25/25,245,241,66,"16,170",Net 30,19,A
PO2960,PROD005,SUPP003,4/24/25,5/13/25,5/15/25,372,368,195,"72,540",Net 45,19,B
PO2961,PROD003,SUPP001,4/18/25,5/2/25,5/2/25,44,40,47,"2,068",Net 45,14,B
PO2962,PROD004,SUPP001,4/23/25,5/11/25,5/9/25,280,277,189,"52,920",Net 60,18,C
PO2963,PROD004,SUPP001,4/24/25,5/14/25,5/17/25,308,306,82,"25,256",Net 60,20,B
PO2964,PROD002,SUPP003,5/4/25,5/21/25,5/21/25,118,118,133,"15,694",Net 30,17,A
PO2965,PROD003,SUPP004,5/6/25,5/20/25,5/18/25,225,222,130,"29,250",Net 30,14,A
PO2966,PROD005,SUPP004,5/25/25,6/13/25,6/16/25,423,420,75,"31,725",Net 30,19,B
PO2967,PROD001,SUPP004,4/29/25,5/17/25,5/16/25,140,137,145,"20,300",Net 60,18,C
PO2968,PROD003,SUPP001,4/5/25,4/17/25,4/19/25,288,287,174,"50,112",Net 60,12,B
PO2969,PROD003,SUPP004,4/7/25,4/26/25,4/29/25,449,444,171,"76,779",Net 45,19,B
PO2970,PROD004,SUPP003,4/9/25,4/23/25,4/22/25,341,339,134,"45,694",Net 60,14,C
PO2971,PROD005,SUPP003,4/30/25,5/14/25,5/12/25,239,239,114,"27,246",Net 45,14,C
PO2972,PROD004,SUPP001,4/27/25,5/11/25,5/14/25,294,294,71,"20,874",Net 60,14,A
PO2973,PROD003,SUPP001,5/3/25,5/14/25,5/12/25,254,251,110,"27,940",Net 60,11,C
PO2974,PROD005,SUPP003,5/17/25,6/3/25,6/3/25,229,224,170,"38,930",Net 30,17,B
PO2975,PROD002,SUPP003,5/8/25,5/24/25,5/22/25,20,16,46,920,Net 30,16,A
PO2976,PROD005,SUPP001,5/25/25,6/4/25,6/5/25,381,376,140,"53,340",Net 60,10,C
PO2977,PROD004,SUPP002,4/10/25,4/23/25,4/22/25,317,317,153,"48,501",Net 45,13,C
PO2978,PROD002,SUPP004,4/21/25,5/6/25,5/4/25,435,430,111,"48,285",Net 30,15,C
PO2979,PROD005,SUPP004,4/20/25,5/8/25,5/11/25,457,452,67,"30,619",Net 30,18,C
PO2980,PROD005,SUPP003,5/23/25,6/12/25,6/10/25,271,266,160,"43,360",Net 45,20,A
PO2981,PROD004,SUPP002,5/20/25,5/30/25,6/1/25,280,277,132,"36,960",Net 60,10,A
PO2982,PROD004,SUPP002,4/17/25,5/1/25,5/3/25,289,289,195,"56,355",Net 30,14,B
PO2983,PROD003,SUPP002,5/6/25,5/22/25,5/23/25,123,121,78,"9,594",Net 60,16,B
PO2984,PROD002,SUPP004,4/5/25,4/22/25,4/22/25,47,45,173,"8,131",Net 60,17,C
PO2985,PROD002,SUPP002,5/20/25,5/31/25,5/31/25,216,214,149,"32,184",Net 30,11,C
PO2986,PROD004,SUPP004,4/17/25,5/6/25,5/6/25,234,232,173,"40,482",Net 45,19,B
PO2987,PROD001,SUPP004,5/6/25,5/20/25,5/18/25,326,323,72,"23,472",Net 60,14,C
PO2988,PROD005,SUPP002,5/28/25,6/13/25,6/16/25,175,175,53,"9,275",Net 45,16,B
PO2989,PROD002,SUPP003,4/25/25,5/12/25,5/15/25,416,412,175,"72,800",Net 45,17,A
PO2990,PROD005,SUPP002,5/27/25,6/12/25,6/12/25,408,408,182,"74,256",Net 30,16,A
PO2991,PROD005,SUPP002,5/31/25,6/11/25,6/12/25,369,369,82,"30,258",Net 60,11,B
PO2992,PROD005,SUPP001,5/15/25,5/25/25,5/28/25,343,340,105,"36,015",Net 45,10,A
PO2993,PROD003,SUPP003,4/18/25,5/5/25,5/8/25,35,32,172,"6,020",Net 60,17,A
PO2994,PROD005,SUPP003,4/16/25,4/29/25,5/2/25,394,394,58,"22,852",Net 30,13,B
PO2995,PROD004,SUPP002,5/10/25,5/28/25,5/31/25,139,134,191,"26,549",Net 60,18,C
PO2996,PROD004,SUPP001,4/28/25,5/14/25,5/13/25,474,471,82,"38,868",Net 45,16,B
PO2997,PROD003,SUPP004,4/16/25,4/29/25,4/27/25,221,219,187,"41,327",Net 45,13,B
PO2998,PROD001,SUPP003,4/22/25,5/7/25,5/10/25,233,232,171,"39,843",Net 30,15,C
PO2999,PROD003,SUPP001,4/27/25,5/13/25,5/16/25,291,287,175,"50,925",Net 60,16,C
PO3000,PROD004,SUPP003,4/6/25,4/16/25,4/15/25,75,74,69,"5,175",Net 30,10,B
PO3001,PROD002,SUPP003,4/10/25,4/20/25,4/23/25,203,202,91,"18,473",Net 45,10,B
PO3002,PROD001,SUPP003,4/3/25,4/23/25,4/25/25,499,496,60,"29,940",Net 45,20,C
PO3003,PROD001,SUPP004,5/16/25,6/3/25,6/2/25,41,38,165,"6,765",Net 60,18,B
PO3004,PROD005,SUPP003,5/16/25,5/29/25,5/29/25,425,422,182,"77,350",Net 60,13,A
PO3005,PROD005,SUPP003,5/15/25,6/2/25,6/3/25,334,334,152,"50,768",Net 45,18,C
PO3006,PROD005,SUPP003,4/20/25,5/10/25,5/12/25,225,220,184,"41,400",Net 45,20,C
PO3007,PROD003,SUPP004,4/17/25,5/3/25,5/5/25,371,370,53,"19,663",Net 45,16,B
PO3008,PROD005,SUPP002,4/23/25,5/11/25,5/9/25,316,311,89,"28,124",Net 45,18,C
PO3009,PROD005,SUPP004,5/19/25,6/4/25,6/7/25,152,151,191,"29,032",Net 45,16,A
PO3010,PROD002,SUPP002,4/21/25,5/1/25,5/3/25,192,191,167,"32,064",Net 45,10,B
PO3011,PROD001,SUPP003,5/12/25,5/23/25,5/24/25,57,54,142,"8,094",Net 45,11,A
PO3012,PROD004,SUPP003,4/26/25,5/6/25,5/7/25,268,263,138,"36,984",Net 45,10,B
PO3013,PROD001,SUPP002,5/30/25,6/16/25,6/14/25,329,328,128,"42,112",Net 45,17,C
PO3014,PROD003,SUPP003,4/26/25,5/7/25,5/5/25,334,332,143,"47,762",Net 30,11,A
PO3015,PROD001,SUPP004,5/8/25,5/26/25,5/24/25,24,21,49,"1,176",Net 60,18,B
PO3016,PROD005,SUPP003,4/10/25,4/28/25,4/27/25,285,282,197,"56,145",Net 45,18,A
PO3017,PROD004,SUPP001,5/30/25,6/11/25,6/9/25,235,234,61,"14,335",Net 30,12,A
PO3018,PROD004,SUPP001,5/10/25,5/30/25,5/30/25,476,476,99,"47,124",Net 45,20,C
PO3019,PROD005,SUPP001,4/24/25,5/9/25,5/8/25,83,82,180,"14,940",Net 60,15,B
PO3020,PROD003,SUPP002,5/8/25,5/21/25,5/23/25,296,291,60,"17,760",Net 30,13,A
PO3021,PROD005,SUPP004,4/21/25,5/1/25,5/3/25,471,469,124,"58,404",Net 45,10,A
PO3022,PROD002,SUPP003,5/8/25,5/24/25,5/22/25,158,156,192,"30,336",Net 60,16,A
PO3023,PROD003,SUPP003,4/10/25,4/23/25,4/26/25,92,91,93,"8,556",Net 45,13,A
PO3024,PROD003,SUPP001,4/7/25,4/18/25,4/20/25,215,213,74,"15,910",Net 60,11,A
PO3025,PROD001,SUPP003,5/20/25,5/30/25,5/28/25,223,219,156,"34,788",Net 60,10,A
PO3026,PROD003,SUPP001,4/6/25,4/21/25,4/22/25,74,72,156,"11,544",Net 45,15,C
PO3027,PROD001,SUPP002,5/2/25,5/15/25,5/17/25,484,480,69,"33,396",Net 30,13,B
PO3028,PROD003,SUPP004,5/6/25,5/19/25,5/22/25,115,111,194,"22,310",Net 45,13,C
PO3029,PROD003,SUPP003,4/28/25,5/12/25,5/12/25,36,32,146,"5,256",Net 45,14,C
PO3030,PROD001,SUPP002,4/2/25,4/21/25,4/23/25,258,258,94,"24,252",Net 60,19,C
PO3031,PROD004,SUPP002,4/24/25,5/7/25,5/10/25,168,163,118,"19,824",Net 60,13,C
PO3032,PROD005,SUPP003,4/7/25,4/17/25,4/20/25,304,304,141,"42,864",Net 45,10,C
PO3033,PROD001,SUPP004,5/17/25,6/6/25,6/8/25,448,446,181,"81,088",Net 45,20,B
PO3034,PROD001,SUPP001,5/8/25,5/25/25,5/27/25,424,419,197,"83,528",Net 45,17,A
PO3035,PROD002,SUPP003,5/1/25,5/19/25,5/21/25,498,493,193,"96,114",Net 30,18,A
PO3036,PROD002,SUPP004,4/22/25,5/6/25,5/4/25,225,222,182,"40,950",Net 60,14,C
PO3037,PROD001,SUPP002,5/14/25,5/29/25,5/28/25,145,142,49,"7,105",Net 45,15,A
PO3038,PROD001,SUPP001,5/9/25,5/23/25,5/23/25,216,211,196,"42,336",Net 45,14,B
PO3039,PROD004,SUPP003,4/14/25,4/29/25,4/28/25,187,186,40,"7,480",Net 60,15,B
PO3040,PROD003,SUPP003,4/28/25,5/16/25,5/14/25,438,437,100,"43,800",Net 60,18,C
PO3041,PROD002,SUPP004,5/7/25,5/24/25,5/25/25,399,395,71,"28,329",Net 30,17,C
PO3042,PROD005,SUPP002,5/23/25,6/8/25,6/11/25,252,252,88,"22,176",Net 45,16,A
PO3043,PROD005,SUPP003,5/13/25,5/31/25,5/29/25,115,115,99,"11,385",Net 30,18,A
PO3044,PROD003,SUPP003,4/1/25,4/16/25,4/17/25,378,376,135,"51,030",Net 30,15,B
PO3045,PROD002,SUPP003,5/18/25,5/31/25,6/2/25,409,406,122,"49,898",Net 30,13,B
PO3046,PROD002,SUPP003,4/10/25,4/28/25,4/29/25,445,445,84,"37,380",Net 30,18,B
PO3047,PROD002,SUPP004,4/25/25,5/5/25,5/5/25,178,177,179,"31,862",Net 45,10,B
PO3048,PROD003,SUPP003,4/13/25,4/27/25,4/26/25,195,190,163,"31,785",Net 45,14,B
PO3049,PROD004,SUPP001,4/11/25,4/22/25,4/25/25,69,66,160,"11,040",Net 30,11,C
PO3050,PROD003,SUPP002,5/12/25,5/22/25,5/20/25,384,379,51,"19,584",Net 60,10,A
PO3051,PROD003,SUPP004,4/7/25,4/27/25,4/27/25,72,70,152,"10,944",Net 30,20,C
PO3052,PROD003,SUPP003,4/1/25,4/21/25,4/20/25,81,80,68,"5,508",Net 60,20,C
PO3053,PROD003,SUPP004,5/16/25,5/27/25,5/29/25,438,433,127,"55,626",Net 45,11,B
PO3054,PROD002,SUPP004,5/3/25,5/14/25,5/13/25,404,400,104,"42,016",Net 45,11,C
PO3055,PROD001,SUPP001,5/9/25,5/19/25,5/22/25,425,421,124,"52,700",Net 30,10,C
PO3056,PROD002,SUPP001,4/18/25,5/4/25,5/3/25,331,327,83,"27,473",Net 30,16,B
PO3057,PROD001,SUPP002,5/7/25,5/17/25,5/18/25,124,122,57,"7,068",Net 60,10,A
PO3058,PROD003,SUPP003,5/17/25,6/6/25,6/6/25,486,481,97,"47,142",Net 45,20,A
PO3059,PROD003,SUPP002,4/24/25,5/13/25,5/16/25,341,336,106,"36,146",Net 30,19,B
PO3060,PROD001,SUPP003,4/12/25,4/28/25,4/26/25,69,65,171,"11,799",Net 45,16,A
PO3061,PROD003,SUPP001,5/6/25,5/21/25,5/19/25,71,66,115,"8,165",Net 60,15,B
PO3062,PROD001,SUPP001,5/14/25,5/31/25,6/2/25,239,236,89,"21,271",Net 60,17,C
PO3063,PROD003,SUPP003,5/11/25,5/31/25,5/30/25,64,64,89,"5,696",Net 30,20,C
PO3064,PROD004,SUPP001,4/24/25,5/12/25,5/12/25,92,89,78,"7,176",Net 60,18,B
PO3065,PROD005,SUPP001,5/30/25,6/16/25,6/19/25,432,429,156,"67,392",Net 60,17,B
PO3066,PROD002,SUPP004,5/10/25,5/20/25,5/18/25,82,79,159,"13,038",Net 30,10,A
PO3067,PROD005,SUPP003,4/22/25,5/12/25,5/15/25,20,16,123,"2,460",Net 45,20,A
PO3068,PROD002,SUPP001,4/27/25,5/14/25,5/17/25,261,257,103,"26,883",Net 45,17,A
PO3069,PROD005,SUPP003,5/15/25,6/2/25,6/3/25,189,186,95,"17,955",Net 60,18,A
PO3070,PROD003,SUPP001,5/24/25,6/10/25,6/13/25,354,350,61,"21,594",Net 30,17,C
PO3071,PROD005,SUPP003,5/17/25,5/27/25,5/26/25,144,144,115,"16,560",Net 60,10,A
PO3072,PROD003,SUPP004,4/10/25,4/22/25,4/22/25,464,459,86,"39,904",Net 45,12,A
PO3073,PROD001,SUPP001,5/5/25,5/21/25,5/20/25,25,21,90,"2,250",Net 30,16,A
PO3074,PROD001,SUPP001,5/24/25,6/4/25,6/4/25,284,282,154,"43,736",Net 45,11,C
PO3075,PROD003,SUPP003,5/13/25,5/29/25,5/28/25,492,491,77,"37,884",Net 60,16,C
PO3076,PROD004,SUPP003,5/13/25,5/26/25,5/29/25,204,204,191,"38,964",Net 60,13,A
PO3077,PROD003,SUPP004,5/19/25,6/8/25,6/6/25,340,339,113,"38,420",Net 45,20,C
PO3078,PROD001,SUPP002,4/18/25,4/28/25,5/1/25,362,357,101,"36,562",Net 60,10,C
PO3079,PROD002,SUPP004,4/14/25,4/25/25,4/27/25,456,452,131,"59,736",Net 60,11,C
PO3080,PROD002,SUPP004,5/15/25,6/3/25,6/4/25,97,95,45,"4,365",Net 60,19,B
PO3081,PROD005,SUPP003,4/27/25,5/7/25,5/7/25,278,274,60,"16,680",Net 60,10,C
PO3082,PROD003,SUPP002,4/24/25,5/14/25,5/15/25,250,250,61,"15,250",Net 45,20,A
PO3083,PROD005,SUPP003,5/21/25,6/8/25,6/6/25,475,472,142,"67,450",Net 30,18,B
PO3084,PROD004,SUPP002,4/7/25,4/27/25,4/27/25,57,56,126,"7,182",Net 30,20,A
PO3085,PROD002,SUPP004,5/5/25,5/19/25,5/22/25,304,304,84,"25,536",Net 60,14,C
PO3086,PROD001,SUPP004,5/3/25,5/13/25,5/12/25,76,73,189,"14,364",Net 45,10,B
PO3087,PROD001,SUPP002,5/19/25,6/5/25,6/4/25,206,206,161,"33,166",Net 60,17,B
PO3088,PROD004,SUPP002,4/18/25,4/28/25,5/1/25,395,391,111,"43,845",Net 60,10,C
PO3089,PROD002,SUPP002,5/30/25,6/15/25,6/15/25,277,276,71,"19,667",Net 60,16,B
PO3090,PROD005,SUPP002,4/29/25,5/10/25,5/13/25,86,81,131,"11,266",Net 60,11,B
PO3091,PROD001,SUPP001,4/26/25,5/8/25,5/8/25,264,262,123,"32,472",Net 60,12,C
PO3092,PROD003,SUPP001,4/19/25,5/6/25,5/5/25,275,273,166,"45,650",Net 45,17,B
PO3093,PROD005,SUPP004,4/12/25,4/28/25,4/28/25,477,475,72,"34,344",Net 60,16,A
PO3094,PROD001,SUPP003,4/29/25,5/13/25,5/14/25,150,145,157,"23,550",Net 45,14,B
PO3095,PROD003,SUPP004,5/12/25,5/25/25,5/28/25,86,83,180,"15,480",Net 30,13,C
PO3096,PROD003,SUPP002,4/7/25,4/22/25,4/23/25,34,33,63,"2,142",Net 30,15,C
PO3097,PROD002,SUPP002,5/29/25,6/14/25,6/17/25,335,330,190,"63,650",Net 45,16,A
PO3098,PROD002,SUPP002,4/17/25,5/5/25,5/6/25,179,174,127,"22,733",Net 60,18,C
PO3099,PROD001,SUPP004,5/11/25,5/31/25,5/29/25,200,196,44,"8,800",Net 60,20,A
PO3100,PROD001,SUPP002,5/19/25,5/30/25,5/31/25,141,141,64,"9,024",Net 30,11,B
PO3101,PROD004,SUPP001,5/31/25,6/17/25,6/20/25,132,128,167,"22,044",Net 30,17,C
PO3102,PROD001,SUPP002,5/16/25,6/2/25,5/31/25,264,260,92,"24,288",Net 45,17,C
PO3103,PROD002,SUPP004,4/20/25,5/10/25,5/9/25,34,29,74,"2,516",Net 30,20,B
PO3104,PROD002,SUPP004,4/27/25,5/13/25,5/15/25,305,302,118,"35,990",Net 30,16,C
PO3105,PROD003,SUPP004,4/14/25,4/30/25,4/28/25,135,132,153,"20,655",Net 45,16,B
PO3106,PROD003,SUPP004,5/29/25,6/8/25,6/10/25,57,52,158,"9,006",Net 60,10,C
PO3107,PROD004,SUPP003,4/2/25,4/16/25,4/19/25,307,306,199,"61,093",Net 45,14,B
PO3108,PROD003,SUPP001,5/30/25,6/14/25,6/17/25,462,458,182,"84,084",Net 60,15,B
PO3109,PROD003,SUPP004,4/14/25,4/25/25,4/27/25,86,85,119,"10,234",Net 60,11,A
PO3110,PROD003,SUPP002,4/23/25,5/11/25,5/10/25,352,347,56,"19,712",Net 45,18,C
PO3111,PROD004,SUPP004,5/29/25,6/8/25,6/11/25,407,403,163,"66,341",Net 45,10,C
PO3112,PROD005,SUPP004,4/2/25,4/21/25,4/19/25,199,196,141,"28,059",Net 60,19,A
PO3113,PROD001,SUPP004,5/19/25,6/3/25,6/4/25,258,256,56,"14,448",Net 60,15,A
PO3114,PROD004,SUPP003,4/21/25,5/6/25,5/9/25,45,43,86,"3,870",Net 45,15,B
PO3115,PROD005,SUPP004,4/12/25,4/25/25,4/24/25,172,169,167,"28,724",Net 60,13,B
PO3116,PROD005,SUPP002,4/20/25,5/1/25,5/4/25,499,498,173,"86,327",Net 60,11,B
PO3117,PROD001,SUPP004,4/12/25,5/1/25,5/3/25,419,418,69,"28,911",Net 60,19,C
PO3118,PROD002,SUPP004,5/11/25,5/31/25,5/29/25,437,432,150,"65,550",Net 60,20,A
PO3119,PROD005,SUPP001,4/20/25,5/4/25,5/5/25,293,293,64,"18,752",Net 45,14,B
PO3120,PROD002,SUPP001,4/26/25,5/7/25,5/8/25,131,128,47,"6,157",Net 45,11,A
PO3121,PROD002,SUPP002,4/25/25,5/15/25,5/14/25,485,484,97,"47,045",Net 60,20,A
PO3122,PROD002,SUPP001,5/14/25,5/25/25,5/25/25,316,311,47,"14,852",Net 60,11,B
PO3123,PROD004,SUPP003,5/15/25,5/29/25,5/29/25,52,50,42,"2,184",Net 30,14,C
PO3124,PROD005,SUPP003,5/10/25,5/21/25,5/19/25,439,437,128,"56,192",Net 60,11,A
PO3125,PROD003,SUPP001,5/10/25,5/20/25,5/23/25,414,414,72,"29,808",Net 30,10,A
PO3126,PROD004,SUPP002,4/2/25,4/15/25,4/13/25,454,453,109,"49,486",Net 45,13,B
PO3127,PROD002,SUPP002,5/6/25,5/25/25,5/28/25,292,290,53,"15,476",Net 60,19,C
PO3128,PROD005,SUPP003,4/19/25,5/4/25,5/2/25,129,127,185,"23,865",Net 45,15,C
PO3129,PROD003,SUPP001,5/11/25,5/25/25,5/23/25,106,103,109,"11,554",Net 30,14,C
PO3130,PROD002,SUPP004,5/1/25,5/12/25,5/15/25,70,69,75,"5,250",Net 30,11,B
PO3131,PROD005,SUPP002,4/24/25,5/14/25,5/12/25,372,370,132,"49,104",Net 45,20,C
PO3132,PROD005,SUPP002,4/23/25,5/8/25,5/10/25,241,241,43,"10,363",Net 60,15,A
PO3133,PROD004,SUPP003,4/9/25,4/21/25,4/21/25,236,236,140,"33,040",Net 30,12,A
PO3134,PROD001,SUPP002,4/27/25,5/10/25,5/12/25,257,255,132,"33,924",Net 45,13,B
PO3135,PROD001,SUPP001,4/5/25,4/21/25,4/20/25,240,240,81,"19,440",Net 45,16,A
PO3136,PROD005,SUPP001,5/19/25,5/31/25,6/1/25,474,473,47,"22,278",Net 45,12,A
PO3137,PROD003,SUPP001,4/24/25,5/14/25,5/13/25,360,357,58,"20,880",Net 60,20,C
PO3138,PROD002,SUPP003,5/28/25,6/9/25,6/9/25,97,92,175,"16,975",Net 45,12,C
PO3139,PROD002,SUPP002,5/12/25,5/26/25,5/26/25,429,429,147,"63,063",Net 60,14,C
PO3140,PROD004,SUPP002,4/26/25,5/7/25,5/5/25,318,313,46,"14,628",Net 45,11,B
PO3141,PROD001,SUPP004,5/31/25,6/19/25,6/22/25,254,250,149,"37,846",Net 60,19,B
PO3142,PROD003,SUPP002,4/24/25,5/14/25,5/14/25,46,44,128,"5,888",Net 30,20,A
PO3143,PROD002,SUPP004,4/3/25,4/23/25,4/22/25,294,289,161,"47,334",Net 45,20,A
PO3144,PROD003,SUPP004,4/1/25,4/13/25,4/13/25,163,158,93,"15,159",Net 30,12,C
PO3145,PROD001,SUPP002,5/24/25,6/11/25,6/10/25,194,191,97,"18,818",Net 45,18,A
PO3146,PROD005,SUPP001,5/7/25,5/27/25,5/27/25,457,454,110,"50,270",Net 60,20,B
PO3147,PROD002,SUPP003,4/14/25,5/4/25,5/4/25,164,163,124,"20,336",Net 45,20,C
