Claim ID,Reserve Date,Initial Reserve Amount,Current Reserve Amount,Reserve Type
CLM2946,10/6/23,49661,46639,Indemnity Reserve
CLM2947,1/27/24,34003,32233,Indemnity Reserve
CLM2948,1/26/23,46100,46081,Indemnity Reserve
CLM2949,5/31/23,16349,7842,Indemnity Reserve
CLM2950,6/17/23,7891,6730,Indemnity Reserve
CLM2951,1/23/24,31519,18761,Indemnity Reserve
CLM2952,8/10/23,8936,8382,Indemnity Reserve
CLM2953,9/6/23,13655,49,Indemnity Reserve
CLM2954,9/8/23,7040,2367,Indemnity Reserve
CLM2955,4/18/24,29145,4762,Indemnity Reserve
CLM2956,9/20/23,40349,36560,Indemnity Reserve
CLM2957,10/10/23,19697,1781,Indemnity Reserve
CLM2958,1/14/23,38059,13244,Indemnity Reserve
CLM2959,2/23/24,23576,1567,Indemnity Reserve
CLM2960,6/13/24,11726,8615,Indemnity Reserve
CLM2961,9/20/23,30022,25781,Indemnity Reserve
CLM2962,12/28/23,49791,19477,Indemnity Reserve
CLM2963,7/19/23,47589,5281,Indemnity Reserve
CLM2964,9/17/23,42217,24227,Indemnity Reserve
CLM2965,6/6/24,47931,8878,Indemnity Reserve
CLM2966,3/8/24,1952,709,Indemnity Reserve
CLM2967,5/9/24,43864,9358,Indemnity Reserve
CLM2968,3/3/24,30603,8929,Indemnity Reserve
CLM2969,7/4/23,17607,8115,Indemnity Reserve
CLM2970,12/24/23,49926,14193,Indemnity Reserve
CLM2971,12/20/23,21747,17452,Indemnity Reserve
CLM2972,3/20/24,35829,19222,Indemnity Reserve
CLM2973,10/21/23,30290,28170,Indemnity Reserve
CLM2974,1/9/23,18036,16067,Indemnity Reserve
CLM2975,5/5/23,27263,24352,Indemnity Reserve
CLM2976,3/27/24,47563,38256,Indemnity Reserve
CLM2977,2/20/24,33102,9312,Indemnity Reserve
CLM2978,11/22/23,28698,588,Indemnity Reserve
CLM2979,1/27/24,19907,19209,Indemnity Reserve
CLM2980,2/15/23,35303,25613,Indemnity Reserve
CLM2981,2/8/23,19857,9337,Indemnity Reserve
CLM2982,1/19/23,23663,18027,Indemnity Reserve
CLM2983,2/2/24,10627,2515,Indemnity Reserve
CLM2984,5/14/23,18491,13201,Indemnity Reserve
CLM2985,6/29/23,47741,39097,Indemnity Reserve
CLM2986,12/10/23,19938,19282,Indemnity Reserve
CLM2987,3/23/23,29070,26087,Indemnity Reserve
CLM2988,9/1/23,12604,5955,Indemnity Reserve
CLM2989,4/13/24,18700,18347,Indemnity Reserve
CLM2990,3/13/24,15250,9576,Indemnity Reserve
CLM2991,7/13/23,48120,34891,Indemnity Reserve
CLM2992,12/17/23,33083,4645,Indemnity Reserve
CLM2993,4/13/24,46661,23754,Indemnity Reserve
CLM2994,3/24/23,15757,1100,Indemnity Reserve
CLM2995,1/22/23,21677,841,Indemnity Reserve
CLM2996,6/3/24,32422,20843,Indemnity Reserve
CLM2997,12/16/23,47551,9774,Indemnity Reserve
CLM2998,5/26/24,27002,11748,Indemnity Reserve
CLM2999,3/16/23,33531,8101,Indemnity Reserve
CLM3000,2/25/24,41149,20262,Indemnity Reserve
CLM3001,3/3/24,24716,17913,Indemnity Reserve
CLM3002,12/1/23,48872,27289,Indemnity Reserve
CLM3003,9/28/23,26268,6681,Indemnity Reserve
CLM3004,10/27/23,46573,11161,Indemnity Reserve
CLM3005,11/12/23,4888,3239,Indemnity Reserve
CLM3006,4/20/24,9571,3352,Indemnity Reserve
CLM3007,1/8/24,1090,655,Indemnity Reserve
CLM3008,1/25/23,3220,311,Indemnity Reserve
CLM3009,1/2/24,34712,8879,Indemnity Reserve
CLM3010,2/19/23,43979,9589,Indemnity Reserve
CLM3011,5/23/24,11932,2464,Indemnity Reserve
CLM3012,4/29/23,19680,2099,Indemnity Reserve
CLM3013,1/22/24,46810,7209,Indemnity Reserve
CLM3014,8/25/23,44032,8015,Indemnity Reserve
CLM3015,9/11/23,7594,395,Indemnity Reserve
CLM3016,6/5/23,4169,2482,Indemnity Reserve
CLM3017,2/21/23,32658,22702,Indemnity Reserve
CLM3018,2/11/23,41912,25623,Indemnity Reserve
CLM3019,4/12/23,48154,9644,Indemnity Reserve
CLM3020,8/11/23,26177,10938,Indemnity Reserve
CLM3021,5/28/24,17604,3144,Indemnity Reserve
CLM3022,6/17/23,39131,37507,Indemnity Reserve
CLM3023,5/19/24,14713,370,Indemnity Reserve
CLM3024,6/1/23,20999,7478,Indemnity Reserve
CLM3025,3/5/24,8063,6260,Indemnity Reserve
CLM3026,6/24/24,40505,39151,Indemnity Reserve
CLM3027,8/6/23,49513,36561,Indemnity Reserve
CLM3028,12/4/23,47364,2238,Indemnity Reserve
CLM3029,3/6/24,3440,3152,Indemnity Reserve
CLM3030,1/22/23,6962,1685,Indemnity Reserve
CLM3031,4/13/23,43594,22901,Indemnity Reserve
CLM3032,1/17/23,12148,2444,Indemnity Reserve
CLM3033,8/1/23,15246,7990,Indemnity Reserve
CLM3034,2/22/24,15190,6331,Indemnity Reserve
CLM3035,4/21/23,43552,40678,Indemnity Reserve
CLM3036,10/8/23,7134,2279,Indemnity Reserve
CLM3037,10/8/23,33294,10231,Indemnity Reserve
CLM3038,2/14/24,10038,6494,Indemnity Reserve
CLM3039,2/26/24,26491,15148,Indemnity Reserve
CLM3040,3/24/23,6991,404,Indemnity Reserve
CLM3041,7/5/23,8157,7721,Indemnity Reserve
CLM3042,6/2/24,24420,20001,Indemnity Reserve
CLM3043,11/5/23,25938,9340,Indemnity Reserve
CLM3044,1/26/23,30631,29172,Indemnity Reserve
CLM3045,6/16/24,40809,28979,Indemnity Reserve
CLM3046,4/4/23,15433,10284,Indemnity Reserve
CLM3047,10/21/23,48572,25491,Indemnity Reserve
CLM3048,1/6/23,8163,3943,Indemnity Reserve
CLM3049,12/12/23,37560,17066,Indemnity Reserve
CLM3050,3/1/24,23842,8596,Indemnity Reserve
CLM3051,4/23/23,22349,12176,Indemnity Reserve
CLM3052,5/20/23,10658,8099,Indemnity Reserve
CLM3053,6/8/24,23294,13752,Indemnity Reserve
CLM3054,8/7/23,49113,11613,Indemnity Reserve
CLM3055,6/11/23,24295,15037,Indemnity Reserve
CLM3056,3/5/24,29516,11444,Indemnity Reserve
CLM3057,1/18/23,47305,19086,Indemnity Reserve
CLM3058,3/7/24,4540,4009,Indemnity Reserve
CLM3059,7/27/23,40932,40021,Indemnity Reserve
CLM3060,6/25/24,30488,8755,Indemnity Reserve
CLM3061,12/22/23,5118,1811,Indemnity Reserve
CLM3062,2/19/23,15774,11878,Indemnity Reserve
CLM3063,3/30/24,28979,21194,Indemnity Reserve
CLM3064,2/14/24,38212,37708,Indemnity Reserve
CLM3065,5/28/24,39173,34827,Indemnity Reserve
CLM3066,4/23/24,9594,7819,Indemnity Reserve
CLM3067,6/17/24,38476,28368,Indemnity Reserve
CLM3068,3/11/23,14800,11835,Indemnity Reserve
CLM3069,5/21/23,41149,7907,Indemnity Reserve
CLM3070,11/14/23,45380,28908,Indemnity Reserve
CLM3071,4/13/23,18990,3649,Indemnity Reserve
CLM3072,3/10/24,46553,29019,Indemnity Reserve
CLM3073,5/21/24,7410,3497,Indemnity Reserve
CLM3074,12/3/23,23792,19344,Indemnity Reserve
CLM3075,2/27/24,4717,653,Indemnity Reserve
CLM3076,4/12/24,16887,5696,Indemnity Reserve
CLM3077,8/22/23,30461,6079,Indemnity Reserve
CLM3078,8/23/23,40745,30985,Indemnity Reserve
CLM3079,10/10/23,48290,1198,Indemnity Reserve
CLM3080,1/28/24,38315,31760,Indemnity Reserve
CLM3081,2/23/24,26108,1834,Indemnity Reserve
CLM3082,5/22/23,23218,22935,Indemnity Reserve
CLM3083,6/3/24,44166,29890,Indemnity Reserve
CLM3084,2/14/23,43336,37842,Indemnity Reserve
CLM3085,11/9/23,20714,7310,Indemnity Reserve
CLM3086,2/5/23,21507,645,Indemnity Reserve
CLM3087,4/11/23,39411,32228,Indemnity Reserve
CLM3088,7/21/23,43333,31171,Indemnity Reserve
CLM3089,4/10/23,37840,19508,Indemnity Reserve
CLM3090,3/17/23,4330,3463,Indemnity Reserve
CLM3091,12/20/23,21166,1408,Indemnity Reserve
CLM3092,8/19/23,7866,1797,Indemnity Reserve
CLM3093,7/24/23,10039,998,Indemnity Reserve
CLM3094,9/12/23,40427,30567,Indemnity Reserve
CLM3095,6/7/23,3481,926,Indemnity Reserve
CLM3096,10/3/23,18024,5794,Indemnity Reserve
CLM3097,4/30/23,10638,5895,Indemnity Reserve
CLM3098,2/28/24,14143,8164,Indemnity Reserve
CLM3099,4/15/23,38752,24458,Indemnity Reserve
CLM3100,2/9/24,46372,16731,Indemnity Reserve
CLM3101,5/27/24,14309,14214,Indemnity Reserve
CLM3102,4/4/24,37179,8901,Indemnity Reserve
CLM3103,12/13/23,34206,31059,Indemnity Reserve
CLM3104,2/4/23,6459,5816,Indemnity Reserve
CLM3105,3/7/23,24630,21870,Indemnity Reserve
CLM3106,2/20/23,22950,21115,Indemnity Reserve
CLM3107,4/30/23,6589,6178,Indemnity Reserve
CLM3108,7/12/23,35810,21655,Indemnity Reserve
CLM3109,11/8/23,25851,6268,Indemnity Reserve
CLM3110,6/6/23,8700,7906,Indemnity Reserve
CLM3111,2/15/24,44232,42615,Indemnity Reserve
CLM3112,6/28/24,18280,17874,Indemnity Reserve
CLM3113,10/30/23,29958,6336,Indemnity Reserve
CLM3114,3/31/23,46431,29447,Indemnity Reserve
CLM3115,6/23/23,36373,18577,Indemnity Reserve
CLM3116,5/30/24,3982,2713,Indemnity Reserve
CLM3117,1/13/24,15493,1984,Indemnity Reserve
CLM3118,3/16/23,6995,3878,Indemnity Reserve
CLM3119,4/23/23,34921,1530,Indemnity Reserve
CLM3120,2/6/23,37445,1140,Indemnity Reserve
CLM3121,5/9/24,12889,12280,Indemnity Reserve
CLM3122,8/23/23,43920,4272,Indemnity Reserve
CLM3123,9/8/23,42647,17994,Indemnity Reserve
CLM3124,3/24/24,41537,36530,Indemnity Reserve
CLM3125,11/7/23,15198,9110,Indemnity Reserve
CLM3126,2/24/24,6967,6336,Indemnity Reserve
CLM3127,1/25/24,25933,2795,Indemnity Reserve
CLM3128,1/18/23,3744,2202,Indemnity Reserve
CLM3129,2/12/24,13744,5868,Indemnity Reserve
CLM3130,3/17/23,31377,25416,Indemnity Reserve
CLM3131,7/19/23,4074,4069,Indemnity Reserve
CLM3132,8/23/23,31300,24216,Indemnity Reserve
CLM3133,10/20/23,7603,4917,Indemnity Reserve
CLM3134,6/13/23,32402,3206,Indemnity Reserve
CLM3135,3/30/24,25320,3271,Indemnity Reserve
CLM3136,9/10/23,3405,1488,Indemnity Reserve
CLM3137,8/11/23,28880,3913,Indemnity Reserve
CLM3138,12/8/23,26804,18425,Indemnity Reserve
CLM3139,1/21/24,31095,8387,Indemnity Reserve
CLM3140,5/9/24,31052,5409,Indemnity Reserve
CLM3141,6/30/23,48369,10812,Indemnity Reserve
CLM3142,3/2/23,35666,4916,Indemnity Reserve
CLM3143,10/20/23,5343,1867,Indemnity Reserve
CLM3144,1/23/24,39948,35490,Indemnity Reserve
CLM3145,10/14/23,40016,5738,Indemnity Reserve
CLM3146,6/16/23,20115,1127,Indemnity Reserve
CLM3147,4/21/23,4782,1118,Indemnity Reserve
CLM3148,9/24/23,28603,4416,Indemnity Reserve
CLM3149,6/22/23,17589,10046,Indemnity Reserve
CLM3150,11/27/23,34263,23542,Indemnity Reserve
CLM3151,3/9/24,31525,5097,Indemnity Reserve
CLM3152,5/7/23,39950,37041,Indemnity Reserve
CLM3153,6/13/23,15394,9885,Indemnity Reserve
CLM3154,2/13/23,17297,10448,Indemnity Reserve
CLM3155,1/16/24,45665,40396,Indemnity Reserve
CLM3156,4/7/24,13054,11997,Indemnity Reserve
CLM3157,1/11/24,34763,29032,Indemnity Reserve
CLM3158,5/13/23,35303,27778,Indemnity Reserve
CLM3159,12/7/23,44807,18366,Indemnity Reserve
CLM3160,7/6/23,34017,31604,Indemnity Reserve
CLM3161,2/10/24,43039,7111,Indemnity Reserve
CLM3162,3/12/24,24683,5191,Indemnity Reserve
CLM3163,5/9/23,14380,9341,Indemnity Reserve
CLM3164,10/9/23,26329,1141,Indemnity Reserve
CLM3165,8/2/23,27860,3801,Indemnity Reserve
CLM3166,5/26/24,17620,4884,Indemnity Reserve
CLM3167,6/4/24,10629,3966,Indemnity Reserve
CLM3168,3/12/23,26376,19214,Indemnity Reserve
CLM3169,1/7/24,40788,31343,Indemnity Reserve
CLM3170,1/8/23,33437,6917,Indemnity Reserve
CLM3171,4/23/23,31788,4802,Indemnity Reserve
CLM3172,2/4/24,37107,34946,Indemnity Reserve
CLM3173,3/9/24,15247,8529,Indemnity Reserve
CLM3174,5/16/23,3204,2925,Indemnity Reserve
CLM3175,4/8/23,48844,34573,Indemnity Reserve
CLM3176,7/8/23,39518,5839,Indemnity Reserve
CLM3177,9/27/23,30318,28357,Indemnity Reserve
CLM3178,2/27/24,47908,2593,Indemnity Reserve
CLM3179,4/24/23,15350,9898,Indemnity Reserve
CLM3180,4/1/23,25180,19873,Indemnity Reserve
CLM3181,2/11/24,40734,18197,Indemnity Reserve
CLM3182,6/16/24,7967,3586,Indemnity Reserve
CLM3183,2/13/23,26779,19071,Indemnity Reserve
CLM3184,3/3/23,12239,8353,Indemnity Reserve
CLM3185,9/5/23,25033,4124,Indemnity Reserve
CLM3186,1/7/23,9021,2065,Indemnity Reserve
CLM3187,1/2/24,35718,32175,Indemnity Reserve
CLM3188,8/25/23,18837,6459,Indemnity Reserve
CLM3189,10/25/23,34607,21228,Indemnity Reserve
CLM3190,3/12/23,16227,13666,Indemnity Reserve
CLM3191,1/21/23,26118,17768,Indemnity Reserve
CLM3192,6/22/24,41146,2653,Indemnity Reserve
CLM3193,12/14/23,45917,23365,Indemnity Reserve
CLM3194,6/8/24,26586,4573,Indemnity Reserve
CLM3195,8/12/23,49803,6344,Indemnity Reserve
CLM3196,8/14/23,10268,9615,Indemnity Reserve
CLM3197,6/22/23,12829,3247,Indemnity Reserve
CLM3198,4/4/24,32910,14105,Indemnity Reserve
CLM3199,7/12/23,17295,4809,Indemnity Reserve
CLM3200,11/16/23,4105,2450,Indemnity Reserve
CLM3201,10/21/23,4040,2642,Indemnity Reserve
CLM3202,7/16/23,41480,2343,Indemnity Reserve
CLM3203,7/8/23,46689,4530,Indemnity Reserve
CLM3204,2/27/23,27068,19834,Indemnity Reserve
CLM3205,4/7/23,14312,10363,Indemnity Reserve
CLM3206,1/22/23,34282,34259,Indemnity Reserve
CLM3207,4/20/23,2834,1017,Indemnity Reserve
CLM3208,9/3/23,39321,10941,Indemnity Reserve
CLM3209,8/7/23,44744,25763,Indemnity Reserve
CLM3210,9/7/23,48753,18212,Indemnity Reserve
CLM3211,2/3/24,5835,935,Indemnity Reserve
CLM3212,7/2/23,47270,38706,Indemnity Reserve
CLM3213,3/20/23,24002,5847,Indemnity Reserve
CLM3214,5/27/23,41483,41479,Indemnity Reserve
CLM3215,2/11/24,2514,1411,Indemnity Reserve
CLM3216,5/29/23,4044,654,Indemnity Reserve
CLM3217,6/10/24,20925,8640,Indemnity Reserve
CLM3218,11/3/23,23334,3907,Indemnity Reserve
CLM3219,3/10/23,43391,24230,Indemnity Reserve
CLM3220,3/11/24,1795,493,Indemnity Reserve
CLM3221,4/26/23,31835,25133,Indemnity Reserve
CLM3222,3/11/24,20869,2878,Indemnity Reserve
CLM3223,5/11/24,17568,5306,Indemnity Reserve
CLM3224,5/21/24,3237,347,Indemnity Reserve
CLM3225,12/21/23,20040,7393,Indemnity Reserve
CLM3226,2/15/23,33271,22462,Indemnity Reserve
CLM3227,6/14/23,13457,8209,Indemnity Reserve
CLM3228,4/4/23,31429,1671,Indemnity Reserve
CLM3229,1/18/23,24027,17210,Indemnity Reserve
CLM3230,7/6/23,16952,13014,Indemnity Reserve
CLM3231,1/4/24,20966,9412,Indemnity Reserve
CLM3232,7/4/23,37590,34526,Indemnity Reserve
CLM3233,3/14/24,26845,5729,Indemnity Reserve
CLM3234,8/10/23,14816,696,Indemnity Reserve
CLM3235,4/2/23,48099,22431,Indemnity Reserve
CLM3236,10/19/23,17493,1925,Indemnity Reserve
CLM3237,3/24/24,3865,1736,Indemnity Reserve
CLM3238,9/17/23,25160,13943,Indemnity Reserve
CLM3239,11/9/23,37423,12361,Indemnity Reserve
CLM3240,10/16/23,16876,15886,Indemnity Reserve
CLM3241,6/16/23,30457,22547,Indemnity Reserve
CLM3242,6/24/24,2079,1955,Indemnity Reserve
CLM3243,5/8/23,14197,12922,Indemnity Reserve
CLM3244,4/15/24,13467,6474,Indemnity Reserve
CLM3245,4/24/23,44611,44593,Indemnity Reserve
CLM3246,8/25/23,26212,7935,Indemnity Reserve
CLM3247,5/30/23,21486,6059,Indemnity Reserve
CLM3248,1/31/23,43204,40529,Indemnity Reserve
CLM3249,1/12/24,20724,5847,Indemnity Reserve
CLM3250,8/11/23,6875,4143,Indemnity Reserve
CLM3251,8/10/23,36122,24433,Indemnity Reserve
CLM3252,5/3/24,15387,11648,Indemnity Reserve
CLM3253,2/9/23,13754,7416,Indemnity Reserve
CLM3254,2/9/23,47540,2067,Indemnity Reserve
CLM3255,11/4/23,12599,8536,Indemnity Reserve
CLM3256,10/27/23,40605,17297,Indemnity Reserve
CLM3257,3/7/24,49939,8541,Indemnity Reserve
CLM3258,3/24/24,46901,37354,Indemnity Reserve
CLM3259,5/8/23,20585,7731,Indemnity Reserve
CLM3260,4/1/24,4643,3056,Indemnity Reserve
CLM3261,7/19/23,48727,13536,Indemnity Reserve
CLM3262,4/26/24,5905,1655,Indemnity Reserve
CLM3263,2/29/24,3276,3265,Indemnity Reserve
CLM3264,3/27/24,27671,8244,Indemnity Reserve
CLM3265,3/1/23,2524,378,Indemnity Reserve
CLM3266,2/17/24,16397,12517,Indemnity Reserve
CLM3267,6/8/23,22808,13098,Indemnity Reserve
CLM3268,3/3/24,4300,3974,Indemnity Reserve
CLM3269,8/13/23,35527,24185,Indemnity Reserve
CLM3270,7/26/23,26706,1735,Indemnity Reserve
CLM3271,2/23/23,29042,26483,Indemnity Reserve
CLM3272,5/21/23,48539,37715,Indemnity Reserve
CLM3273,6/11/24,27049,7452,Indemnity Reserve
CLM3274,9/16/23,32609,24477,Indemnity Reserve
CLM3275,4/5/24,39446,36200,Indemnity Reserve
CLM3276,11/27/23,23806,18997,Indemnity Reserve
CLM3277,2/7/24,8055,3423,Indemnity Reserve
CLM3278,7/28/23,25051,15031,Indemnity Reserve
CLM3279,2/22/24,10568,4970,Indemnity Reserve
CLM3280,6/22/23,11034,8016,Indemnity Reserve
CLM3281,8/30/23,26675,1228,Indemnity Reserve
CLM3282,6/8/24,9355,5641,Indemnity Reserve
CLM3283,2/2/24,16758,9174,Indemnity Reserve
CLM3284,3/11/24,36254,27875,Indemnity Reserve
CLM3285,12/19/23,31752,24469,Indemnity Reserve
CLM3286,7/11/23,34429,10119,Indemnity Reserve
CLM3287,5/20/23,23312,16955,Indemnity Reserve
CLM3288,2/11/24,27311,18997,Indemnity Reserve
CLM3289,4/14/24,4529,3951,Indemnity Reserve
CLM3290,1/9/23,18538,17519,Indemnity Reserve
CLM3291,5/7/23,35895,8551,Indemnity Reserve
CLM3292,6/27/23,3648,2477,Indemnity Reserve
CLM3293,11/8/23,34486,16365,Indemnity Reserve
CLM3294,3/20/23,26146,7953,Indemnity Reserve
CLM3295,1/10/24,23394,15418,Indemnity Reserve
CLM3296,7/31/23,1029,320,Indemnity Reserve
CLM3297,9/21/23,24477,24185,Indemnity Reserve
CLM3298,9/13/23,47132,23148,Indemnity Reserve
CLM3299,6/28/23,19317,9909,Indemnity Reserve
CLM3300,3/26/24,33157,4195,Indemnity Reserve
CLM3301,3/3/24,48232,22664,Indemnity Reserve
CLM3302,11/20/23,31430,19445,Indemnity Reserve
CLM3303,6/19/24,23021,12820,Indemnity Reserve
CLM3304,10/2/23,4898,4538,Indemnity Reserve
CLM3305,7/29/23,23767,7344,Indemnity Reserve
CLM3306,3/8/24,9410,6703,Indemnity Reserve
CLM3307,2/28/24,9192,6472,Indemnity Reserve
CLM3308,5/1/24,1829,78,Indemnity Reserve
CLM3309,9/11/23,32538,8247,Indemnity Reserve
CLM3310,10/8/23,24966,11281,Indemnity Reserve
CLM3311,8/7/23,18630,9482,Indemnity Reserve
CLM3312,8/21/23,2545,97,Indemnity Reserve
CLM3313,1/16/23,43085,40917,Indemnity Reserve
CLM3314,9/22/23,22014,10001,Indemnity Reserve
CLM3315,5/11/23,23743,8120,Indemnity Reserve
CLM3316,2/28/24,47326,40994,Indemnity Reserve
CLM3317,5/11/23,44806,17817,Indemnity Reserve
CLM3318,11/20/23,24511,23326,Indemnity Reserve
CLM3319,1/16/24,39270,22044,Indemnity Reserve
CLM3320,1/19/24,26578,24729,Indemnity Reserve
CLM3321,1/26/24,25772,20588,Indemnity Reserve
CLM3322,5/17/24,24977,19377,Indemnity Reserve
CLM3323,4/28/23,8984,4172,Indemnity Reserve
CLM3324,9/28/23,30864,13592,Indemnity Reserve
CLM3325,6/10/24,30891,10544,Indemnity Reserve
CLM3326,6/26/23,46171,28308,Indemnity Reserve
CLM3327,8/16/23,37921,34127,Indemnity Reserve
CLM3328,1/2/24,28930,7704,Indemnity Reserve
CLM3329,10/1/23,34189,32263,Indemnity Reserve
CLM3330,3/23/24,43441,2347,Indemnity Reserve
CLM3331,1/14/24,44548,14688,Indemnity Reserve
CLM3332,5/10/24,26941,13700,Indemnity Reserve
CLM3333,7/21/23,24107,23238,Indemnity Reserve
CLM3334,4/17/24,23955,10641,Indemnity Reserve
CLM3335,1/21/23,18338,15792,Indemnity Reserve
CLM3336,8/6/23,49741,9472,Indemnity Reserve
CLM3337,3/4/24,36091,351,Indemnity Reserve
CLM3338,7/23/23,41053,2572,Indemnity Reserve
CLM3339,3/29/23,46522,42859,Indemnity Reserve
CLM3340,9/7/23,22264,4582,Indemnity Reserve
CLM3341,4/10/24,6853,4623,Indemnity Reserve
CLM3342,3/12/24,40926,35624,Indemnity Reserve
CLM3343,3/30/24,27268,13472,Indemnity Reserve
CLM3344,2/12/24,30024,26143,Indemnity Reserve
CLM3345,6/20/23,30414,15361,Indemnity Reserve
CLM3346,5/12/24,8163,4573,Indemnity Reserve
CLM3347,5/9/24,7211,5480,Indemnity Reserve
CLM3348,11/14/23,49071,6004,Indemnity Reserve
CLM3349,5/6/23,26449,16724,Indemnity Reserve
CLM3350,6/20/23,17403,2176,Indemnity Reserve
CLM3351,7/23/23,32716,24977,Indemnity Reserve
CLM3352,4/30/24,1011,536,Indemnity Reserve
CLM3353,7/16/23,22639,17158,Indemnity Reserve
CLM3354,2/1/23,12346,870,Indemnity Reserve
CLM3355,8/26/23,35012,24144,Indemnity Reserve
CLM3356,4/27/24,46149,39509,Indemnity Reserve
CLM3357,8/2/23,32948,13180,Indemnity Reserve
CLM3358,9/11/23,44072,35576,Indemnity Reserve
CLM3359,1/16/23,27094,23642,Indemnity Reserve
CLM3360,10/6/23,35250,34365,Indemnity Reserve
CLM3361,8/30/23,29070,2742,Indemnity Reserve
CLM3362,11/13/23,5034,475,Indemnity Reserve
CLM3363,5/13/23,45841,13404,Indemnity Reserve
CLM3364,7/31/23,35739,9667,Indemnity Reserve
CLM3365,11/11/23,30504,18071,Indemnity Reserve
CLM3366,3/24/23,47264,15659,Indemnity Reserve
CLM3367,6/12/23,34315,10754,Indemnity Reserve
CLM3368,8/25/23,13421,13085,Indemnity Reserve
CLM3369,5/21/24,2646,2310,Indemnity Reserve
CLM3370,5/2/24,27069,20636,Indemnity Reserve
CLM3371,1/7/23,48776,47577,Indemnity Reserve
CLM3372,6/14/23,24063,5208,Indemnity Reserve
CLM3373,6/10/24,24517,13296,Indemnity Reserve
CLM3374,5/20/24,8508,3279,Indemnity Reserve
CLM3375,3/4/24,10950,5391,Indemnity Reserve
CLM3376,2/17/23,38053,23111,Indemnity Reserve
CLM3377,2/4/23,5630,1761,Indemnity Reserve
CLM3378,3/3/23,4996,1722,Indemnity Reserve
CLM3379,10/17/23,15386,9502,Indemnity Reserve
CLM3380,6/21/23,28806,17632,Indemnity Reserve
CLM3381,2/23/24,9371,1664,Indemnity Reserve
CLM3382,1/12/24,12079,5970,Indemnity Reserve
CLM3383,9/3/23,14188,13626,Indemnity Reserve
CLM3384,6/7/23,46839,39643,Indemnity Reserve
CLM3385,7/12/23,21633,10760,Indemnity Reserve
CLM3386,6/13/24,46636,25145,Indemnity Reserve
CLM3387,7/18/23,1544,1533,Indemnity Reserve
CLM3388,6/26/23,16376,1606,Indemnity Reserve
CLM3389,12/1/23,17723,16261,Indemnity Reserve
CLM3390,8/30/23,18331,3786,Indemnity Reserve
CLM3391,6/30/24,24476,2596,Indemnity Reserve
CLM3392,6/10/23,40867,8585,Indemnity Reserve
CLM3393,1/26/24,37231,31442,Indemnity Reserve
CLM3394,1/25/24,5547,1649,Indemnity Reserve
CLM3395,2/7/24,5128,3910,Indemnity Reserve
CLM3396,10/6/23,45840,29335,Indemnity Reserve
CLM3397,8/27/23,49664,41049,Indemnity Reserve
CLM3398,3/24/24,36064,1892,Indemnity Reserve
CLM3399,10/13/23,9454,7097,Indemnity Reserve
CLM3400,8/14/23,19288,6653,Indemnity Reserve
CLM3401,2/3/24,13925,1144,Indemnity Reserve
CLM3402,12/5/23,39400,29007,Indemnity Reserve
CLM3403,5/16/24,12686,4300,Indemnity Reserve
CLM3404,6/27/23,22031,1357,Indemnity Reserve
CLM3405,1/29/23,38182,22571,Indemnity Reserve
CLM3406,1/11/24,20570,3172,Indemnity Reserve
CLM3407,9/13/23,32504,29520,Indemnity Reserve
CLM3408,4/17/23,24844,21457,Indemnity Reserve
CLM3409,9/14/23,23727,16333,Indemnity Reserve
CLM3410,3/28/23,42393,21600,Indemnity Reserve
CLM3411,2/11/23,9830,5855,Indemnity Reserve
CLM3412,5/31/23,46558,8849,Indemnity Reserve
CLM3413,8/8/23,47411,14474,Indemnity Reserve
CLM3414,2/9/24,33616,8696,Indemnity Reserve
CLM3415,6/29/24,25098,20175,Indemnity Reserve
CLM3416,2/15/23,9137,2464,Indemnity Reserve
CLM3417,1/7/23,29884,22714,Indemnity Reserve
CLM3418,9/5/23,39937,15652,Indemnity Reserve
CLM3419,11/4/23,4154,2231,Indemnity Reserve
CLM3420,11/18/23,11332,9462,Indemnity Reserve
CLM3421,3/16/24,32905,26194,Indemnity Reserve
CLM3422,2/14/24,22926,10139,Indemnity Reserve
