Insured/Policyholder ID,Demographics,Location,Customer Segment,Years as Customer,Number of Policies Held,Previous Claims History
INS57127,"40, Male, Married","Albany, GA, 31701",Commercial,7,4,"1 prior claim, $5000 total paid"
INS57128,"30, Female, Married","Roswell, GA, 30075",Standard,9,2,"1 prior claim, $2000 total paid"
INS57129,"55, Female, Single","Athens, GA, 30601",Commercial,9,4,0 prior claims
INS57130,"45, Male, Married","Savannah, GA, 31401",Small Business,6,4,"1 prior claim, $2000 total paid"
INS57131,"60, Male, Single","Albany, GA, 31701",High Value,1,1,"1 prior claim, $2000 total paid"
INS57132,"55, Female, Single","Columbus, GA, 31901",High Value,3,3,"2 prior claims, $15000 total paid"
INS57133,"30, Female, Married","Roswell, GA, 30075",Commercial,7,1,"2 prior claims, $15000 total paid"
INS57134,"45, Male, Married","Columbus, GA, 31901",Standard,12,4,"1 prior claim, $2000 total paid"
INS57135,"60, Male, Single","Columbus, GA, 31901",Commercial,4,1,"1 prior claim, $2000 total paid"
INS57136,"50, Female, Married","Augusta, GA, 30901",High Value,17,1,"1 prior claim, $5000 total paid"
INS57137,"35, Male, Single","Roswell, GA, 30075",High Value,12,4,"2 prior claims, $15000 total paid"
INS57138,"30, Female, Married","Macon, GA, 31201",Standard,6,1,"3 prior claims, $20000 total paid"
INS57139,"55, Female, Single","Macon, GA, 31201",High Value,1,1,"3 prior claims, $20000 total paid"
INS57140,"50, Female, Married","Savannah, GA, 31401",Commercial,20,3,"1 prior claim, $5000 total paid"
INS57141,"45, Male, Married","Columbus, GA, 31901",Commercial,15,3,"2 prior claims, $15000 total paid"
INS57142,"28, Female, Single","Columbus, GA, 31901",High Value,18,1,"1 prior claim, $5000 total paid"
INS57143,"60, Male, Single","Roswell, GA, 30075",Standard,7,3,"1 prior claim, $2000 total paid"
INS57144,"28, Female, Single","Augusta, GA, 30901",Small Business,8,1,0 prior claims
INS57145,"35, Male, Single","Atlanta, GA, 30303",Commercial,19,4,0 prior claims
INS57146,"60, Male, Single","Columbus, GA, 31901",Commercial,3,4,"2 prior claims, $15000 total paid"
INS57147,"45, Male, Married","Augusta, GA, 30901",Small Business,20,3,"3 prior claims, $20000 total paid"
INS57148,"60, Male, Single","Athens, GA, 30601",Standard,18,1,0 prior claims
INS57149,"28, Female, Single","Athens, GA, 30601",High Value,11,1,"3 prior claims, $20000 total paid"
INS57150,"45, Male, Married","Columbus, GA, 31901",High Value,6,1,"3 prior claims, $20000 total paid"
INS57151,"30, Female, Married","Savannah, GA, 31401",High Value,2,1,"1 prior claim, $5000 total paid"
INS57152,"35, Male, Single","Savannah, GA, 31401",Commercial,1,4,"2 prior claims, $15000 total paid"
INS57153,"30, Female, Married","Augusta, GA, 30901",Commercial,5,2,"3 prior claims, $20000 total paid"
INS57154,"28, Female, Single","Augusta, GA, 30901",Commercial,1,2,"2 prior claims, $15000 total paid"
INS57155,"55, Female, Single","Atlanta, GA, 30303",Commercial,10,4,"1 prior claim, $2000 total paid"
INS57156,"35, Male, Single","Atlanta, GA, 30303",Standard,6,2,0 prior claims
INS57157,"30, Female, Married","Albany, GA, 31701",High Value,9,1,"1 prior claim, $5000 total paid"
INS57158,"28, Female, Single","Roswell, GA, 30075",Standard,2,2,0 prior claims
INS57159,"55, Female, Single","Roswell, GA, 30075",Commercial,19,3,0 prior claims
INS57160,"45, Male, Married","Savannah, GA, 31401",Small Business,3,2,"1 prior claim, $2000 total paid"
INS57161,"40, Male, Married","Columbus, GA, 31901",High Value,13,2,"1 prior claim, $5000 total paid"
INS57162,"45, Male, Married","Albany, GA, 31701",Standard,2,1,"1 prior claim, $2000 total paid"
INS57163,"55, Female, Single","Augusta, GA, 30901",Standard,7,3,"3 prior claims, $20000 total paid"
INS57164,"55, Female, Single","Atlanta, GA, 30303",Standard,7,1,"2 prior claims, $15000 total paid"
INS57165,"50, Female, Married","Macon, GA, 31201",High Value,18,1,"1 prior claim, $2000 total paid"
INS57166,"40, Male, Married","Columbus, GA, 31901",Commercial,17,4,"2 prior claims, $15000 total paid"
INS57167,"28, Female, Single","Macon, GA, 31201",Small Business,1,3,"2 prior claims, $15000 total paid"
INS57168,"28, Female, Single","Columbus, GA, 31901",Standard,19,1,"1 prior claim, $2000 total paid"
INS57169,"35, Male, Single","Macon, GA, 31201",Standard,13,4,"3 prior claims, $20000 total paid"
INS57170,"60, Male, Single","Macon, GA, 31201",Standard,5,2,0 prior claims
INS57171,"35, Male, Single","Roswell, GA, 30075",High Value,2,4,"3 prior claims, $20000 total paid"
INS57172,"28, Female, Single","Atlanta, GA, 30303",Standard,6,1,0 prior claims
INS57173,"45, Male, Married","Macon, GA, 31201",High Value,2,4,"2 prior claims, $15000 total paid"
INS57174,"35, Male, Single","Savannah, GA, 31401",Small Business,2,4,"1 prior claim, $2000 total paid"
INS57175,"50, Female, Married","Atlanta, GA, 30303",Commercial,8,3,"1 prior claim, $5000 total paid"
INS57176,"45, Male, Married","Roswell, GA, 30075",Commercial,14,3,"3 prior claims, $20000 total paid"
INS57177,"40, Male, Married","Athens, GA, 30601",Standard,8,4,"1 prior claim, $2000 total paid"
INS57178,"45, Male, Married","Atlanta, GA, 30303",High Value,5,2,"3 prior claims, $20000 total paid"
INS57179,"35, Male, Single","Atlanta, GA, 30303",Small Business,8,4,"3 prior claims, $20000 total paid"
INS57180,"55, Female, Single","Roswell, GA, 30075",High Value,5,1,0 prior claims
INS57181,"30, Female, Married","Columbus, GA, 31901",Small Business,13,1,"3 prior claims, $20000 total paid"
INS57182,"28, Female, Single","Albany, GA, 31701",Small Business,7,2,"2 prior claims, $15000 total paid"
INS57183,"28, Female, Single","Columbus, GA, 31901",Standard,3,2,"1 prior claim, $5000 total paid"
INS57184,"28, Female, Single","Columbus, GA, 31901",Small Business,5,1,"3 prior claims, $20000 total paid"
INS57185,"60, Male, Single","Athens, GA, 30601",Small Business,12,2,"3 prior claims, $20000 total paid"
INS57186,"35, Male, Single","Roswell, GA, 30075",Standard,8,3,"3 prior claims, $20000 total paid"
INS57187,"40, Male, Married","Albany, GA, 31701",High Value,10,1,"1 prior claim, $5000 total paid"
INS57188,"35, Male, Single","Albany, GA, 31701",High Value,15,2,"2 prior claims, $15000 total paid"
INS57189,"28, Female, Single","Macon, GA, 31201",Standard,3,1,"2 prior claims, $15000 total paid"
INS57190,"40, Male, Married","Augusta, GA, 30901",Small Business,4,3,"2 prior claims, $15000 total paid"
INS57191,"28, Female, Single","Roswell, GA, 30075",Standard,1,3,"1 prior claim, $5000 total paid"
INS57192,"60, Male, Single","Macon, GA, 31201",High Value,10,4,0 prior claims
INS57193,"28, Female, Single","Athens, GA, 30601",High Value,3,3,"1 prior claim, $2000 total paid"
INS57194,"50, Female, Married","Athens, GA, 30601",Small Business,6,2,"1 prior claim, $5000 total paid"
INS57195,"28, Female, Single","Macon, GA, 31201",Commercial,6,4,"2 prior claims, $15000 total paid"
INS57196,"30, Female, Married","Augusta, GA, 30901",Small Business,3,4,"1 prior claim, $2000 total paid"
INS57197,"30, Female, Married","Atlanta, GA, 30303",High Value,20,2,"1 prior claim, $2000 total paid"
INS57198,"40, Male, Married","Columbus, GA, 31901",Small Business,20,1,0 prior claims
INS57199,"60, Male, Single","Columbus, GA, 31901",Commercial,20,2,0 prior claims
INS57200,"35, Male, Single","Athens, GA, 30601",Small Business,20,1,"3 prior claims, $20000 total paid"
INS57201,"30, Female, Married","Atlanta, GA, 30303",Standard,3,1,0 prior claims
INS57202,"30, Female, Married","Augusta, GA, 30901",Commercial,14,4,"1 prior claim, $5000 total paid"
INS57203,"55, Female, Single","Roswell, GA, 30075",Commercial,15,3,0 prior claims
INS57204,"45, Male, Married","Augusta, GA, 30901",Standard,15,1,"3 prior claims, $20000 total paid"
INS57205,"60, Male, Single","Macon, GA, 31201",Commercial,13,1,"1 prior claim, $5000 total paid"
INS57206,"55, Female, Single","Columbus, GA, 31901",High Value,6,4,"2 prior claims, $15000 total paid"
INS57207,"55, Female, Single","Columbus, GA, 31901",Standard,7,1,"3 prior claims, $20000 total paid"
INS57208,"28, Female, Single","Macon, GA, 31201",High Value,10,2,"1 prior claim, $5000 total paid"
INS57209,"60, Male, Single","Atlanta, GA, 30303",High Value,15,1,"2 prior claims, $15000 total paid"
INS57210,"35, Male, Single","Savannah, GA, 31401",Small Business,9,1,"1 prior claim, $5000 total paid"
INS57211,"35, Male, Single","Columbus, GA, 31901",Commercial,9,4,"1 prior claim, $5000 total paid"
INS57212,"50, Female, Married","Roswell, GA, 30075",Small Business,19,1,0 prior claims
INS57213,"60, Male, Single","Atlanta, GA, 30303",High Value,3,3,"1 prior claim, $2000 total paid"
INS57214,"45, Male, Married","Macon, GA, 31201",High Value,19,2,"1 prior claim, $5000 total paid"
INS57215,"45, Male, Married","Columbus, GA, 31901",Small Business,4,1,"3 prior claims, $20000 total paid"
INS57216,"40, Male, Married","Athens, GA, 30601",Standard,20,4,0 prior claims
INS57217,"30, Female, Married","Columbus, GA, 31901",Small Business,16,1,"1 prior claim, $5000 total paid"
INS57218,"30, Female, Married","Athens, GA, 30601",Small Business,7,3,"3 prior claims, $20000 total paid"
INS57219,"35, Male, Single","Savannah, GA, 31401",High Value,3,3,"1 prior claim, $5000 total paid"
INS57220,"40, Male, Married","Augusta, GA, 30901",Standard,7,4,0 prior claims
INS57221,"60, Male, Single","Savannah, GA, 31401",Small Business,16,4,"2 prior claims, $15000 total paid"
INS57222,"28, Female, Single","Roswell, GA, 30075",High Value,13,1,0 prior claims
INS57223,"60, Male, Single","Roswell, GA, 30075",High Value,3,1,0 prior claims
INS57224,"30, Female, Married","Athens, GA, 30601",Standard,8,4,"1 prior claim, $2000 total paid"
INS57225,"35, Male, Single","Augusta, GA, 30901",Commercial,16,4,"2 prior claims, $15000 total paid"
INS57226,"35, Male, Single","Macon, GA, 31201",Commercial,7,3,0 prior claims
INS57227,"55, Female, Single","Savannah, GA, 31401",Standard,20,4,"3 prior claims, $20000 total paid"
INS57228,"40, Male, Married","Atlanta, GA, 30303",Small Business,12,1,"1 prior claim, $2000 total paid"
INS57229,"45, Male, Married","Augusta, GA, 30901",Small Business,7,4,"2 prior claims, $15000 total paid"
INS57230,"45, Male, Married","Savannah, GA, 31401",High Value,9,4,0 prior claims
INS57231,"50, Female, Married","Atlanta, GA, 30303",High Value,2,2,"2 prior claims, $15000 total paid"
INS57232,"45, Male, Married","Columbus, GA, 31901",Standard,13,2,"3 prior claims, $20000 total paid"
INS57233,"45, Male, Married","Savannah, GA, 31401",Standard,5,1,"2 prior claims, $15000 total paid"
INS57234,"60, Male, Single","Athens, GA, 30601",Small Business,7,1,"3 prior claims, $20000 total paid"
INS57235,"30, Female, Married","Columbus, GA, 31901",Small Business,19,3,"3 prior claims, $20000 total paid"
INS57236,"35, Male, Single","Savannah, GA, 31401",Commercial,15,2,"1 prior claim, $5000 total paid"
INS57237,"45, Male, Married","Athens, GA, 30601",Standard,12,3,"1 prior claim, $5000 total paid"
INS57238,"45, Male, Married","Albany, GA, 31701",High Value,20,1,0 prior claims
INS57239,"55, Female, Single","Macon, GA, 31201",Small Business,5,3,"1 prior claim, $2000 total paid"
INS57240,"50, Female, Married","Athens, GA, 30601",Small Business,5,1,"1 prior claim, $2000 total paid"
INS57241,"55, Female, Single","Athens, GA, 30601",Commercial,10,2,"3 prior claims, $20000 total paid"
INS57242,"35, Male, Single","Athens, GA, 30601",High Value,3,2,"3 prior claims, $20000 total paid"
INS57243,"55, Female, Single","Columbus, GA, 31901",High Value,5,3,"1 prior claim, $5000 total paid"
INS57244,"30, Female, Married","Roswell, GA, 30075",Commercial,12,3,"1 prior claim, $2000 total paid"
INS57245,"28, Female, Single","Savannah, GA, 31401",High Value,17,4,"1 prior claim, $2000 total paid"
INS57246,"55, Female, Single","Columbus, GA, 31901",Small Business,12,2,0 prior claims
INS57247,"50, Female, Married","Athens, GA, 30601",Commercial,10,3,"3 prior claims, $20000 total paid"
INS57248,"40, Male, Married","Athens, GA, 30601",Commercial,3,1,"2 prior claims, $15000 total paid"
INS57249,"40, Male, Married","Atlanta, GA, 30303",Standard,20,3,"1 prior claim, $5000 total paid"
INS57250,"55, Female, Single","Albany, GA, 31701",Standard,13,2,"1 prior claim, $2000 total paid"
INS57251,"60, Male, Single","Macon, GA, 31201",Commercial,16,1,"2 prior claims, $15000 total paid"
INS57252,"28, Female, Single","Columbus, GA, 31901",Small Business,16,4,"3 prior claims, $20000 total paid"
INS57253,"30, Female, Married","Augusta, GA, 30901",Standard,1,2,"1 prior claim, $2000 total paid"
INS57254,"55, Female, Single","Augusta, GA, 30901",Commercial,6,4,0 prior claims
INS57255,"50, Female, Married","Macon, GA, 31201",High Value,16,1,"1 prior claim, $5000 total paid"
INS57256,"30, Female, Married","Columbus, GA, 31901",Commercial,9,1,"1 prior claim, $2000 total paid"
INS57257,"50, Female, Married","Columbus, GA, 31901",High Value,12,1,"3 prior claims, $20000 total paid"
INS57258,"55, Female, Single","Macon, GA, 31201",Standard,10,2,"2 prior claims, $15000 total paid"
INS57259,"28, Female, Single","Macon, GA, 31201",Standard,9,3,"3 prior claims, $20000 total paid"
INS57260,"50, Female, Married","Roswell, GA, 30075",High Value,19,1,0 prior claims
INS57261,"40, Male, Married","Albany, GA, 31701",High Value,20,1,0 prior claims
INS57262,"28, Female, Single","Augusta, GA, 30901",High Value,16,2,"1 prior claim, $2000 total paid"
INS57263,"55, Female, Single","Roswell, GA, 30075",Small Business,11,1,"1 prior claim, $2000 total paid"
INS57264,"30, Female, Married","Columbus, GA, 31901",High Value,15,4,"1 prior claim, $2000 total paid"
INS57265,"30, Female, Married","Roswell, GA, 30075",Commercial,10,3,0 prior claims
INS57266,"30, Female, Married","Albany, GA, 31701",High Value,8,1,0 prior claims
INS57267,"55, Female, Single","Atlanta, GA, 30303",Commercial,20,1,0 prior claims
INS57268,"45, Male, Married","Roswell, GA, 30075",Commercial,12,2,"3 prior claims, $20000 total paid"
INS57269,"28, Female, Single","Macon, GA, 31201",Small Business,5,2,"1 prior claim, $2000 total paid"
INS57270,"50, Female, Married","Roswell, GA, 30075",Small Business,20,4,"1 prior claim, $2000 total paid"
INS57271,"35, Male, Single","Savannah, GA, 31401",High Value,16,2,"3 prior claims, $20000 total paid"
INS57272,"35, Male, Single","Albany, GA, 31701",Standard,16,4,"2 prior claims, $15000 total paid"
INS57273,"60, Male, Single","Augusta, GA, 30901",Standard,11,4,"2 prior claims, $15000 total paid"
INS57274,"50, Female, Married","Atlanta, GA, 30303",Small Business,15,1,"3 prior claims, $20000 total paid"
INS57275,"55, Female, Single","Athens, GA, 30601",Commercial,10,2,"2 prior claims, $15000 total paid"
INS57276,"50, Female, Married","Augusta, GA, 30901",Small Business,3,3,0 prior claims
INS57277,"30, Female, Married","Roswell, GA, 30075",High Value,6,1,"2 prior claims, $15000 total paid"
INS57278,"60, Male, Single","Roswell, GA, 30075",High Value,20,1,0 prior claims
INS57279,"40, Male, Married","Columbus, GA, 31901",High Value,3,1,"1 prior claim, $2000 total paid"
INS57280,"40, Male, Married","Savannah, GA, 31401",Commercial,19,3,"2 prior claims, $15000 total paid"
INS57281,"35, Male, Single","Augusta, GA, 30901",Standard,20,3,"1 prior claim, $2000 total paid"
INS57282,"60, Male, Single","Savannah, GA, 31401",High Value,19,4,"2 prior claims, $15000 total paid"
INS57283,"40, Male, Married","Macon, GA, 31201",High Value,6,3,0 prior claims
INS57284,"30, Female, Married","Augusta, GA, 30901",Small Business,14,4,"1 prior claim, $5000 total paid"
INS57285,"60, Male, Single","Roswell, GA, 30075",Small Business,14,2,"2 prior claims, $15000 total paid"
INS57286,"28, Female, Single","Albany, GA, 31701",Commercial,12,3,"1 prior claim, $5000 total paid"
INS57287,"40, Male, Married","Atlanta, GA, 30303",Small Business,4,2,"1 prior claim, $5000 total paid"
INS57288,"30, Female, Married","Columbus, GA, 31901",Commercial,8,4,"3 prior claims, $20000 total paid"
INS57289,"55, Female, Single","Roswell, GA, 30075",Commercial,11,2,"2 prior claims, $15000 total paid"
INS57290,"45, Male, Married","Columbus, GA, 31901",Standard,20,2,"1 prior claim, $2000 total paid"
INS57291,"60, Male, Single","Macon, GA, 31201",Small Business,14,1,"3 prior claims, $20000 total paid"
INS57292,"35, Male, Single","Macon, GA, 31201",High Value,14,4,0 prior claims
INS57293,"50, Female, Married","Augusta, GA, 30901",Standard,11,2,"3 prior claims, $20000 total paid"
INS57294,"40, Male, Married","Augusta, GA, 30901",Standard,7,4,"1 prior claim, $2000 total paid"
INS57295,"50, Female, Married","Albany, GA, 31701",Standard,20,1,0 prior claims
INS57296,"30, Female, Married","Augusta, GA, 30901",Standard,16,2,0 prior claims
INS57297,"45, Male, Married","Macon, GA, 31201",High Value,17,4,0 prior claims
INS57298,"45, Male, Married","Albany, GA, 31701",Commercial,7,2,"3 prior claims, $20000 total paid"
INS57299,"55, Female, Single","Roswell, GA, 30075",Commercial,12,1,"2 prior claims, $15000 total paid"
INS57300,"35, Male, Single","Roswell, GA, 30075",High Value,7,3,"2 prior claims, $15000 total paid"
INS57301,"35, Male, Single","Athens, GA, 30601",Small Business,5,1,"1 prior claim, $2000 total paid"
INS57302,"45, Male, Married","Albany, GA, 31701",Commercial,20,2,"1 prior claim, $2000 total paid"
