Policy Number,Policy Effective Date,Policy Expiration Date,Product Name/Type,Coverage Limits,Deductible Amount,Premium Amount,Agent/Broker ID,Underwriting Segment/Risk Class
POL82136,5/2/22,5/1/23,Health Basic,5000,250,500,AGT102,Standard
POL82137,12/15/22,12/14/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82138,3/25/22,3/24/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82139,7/10/23,7/8/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82140,6/27/22,6/26/23,Health Basic,5000,250,500,AGT102,Standard
POL82141,12/14/23,12/12/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82142,2/4/23,2/3/24,Auto Standard,100000,500,1200,AGT102,Standard
POL82143,4/17/23,4/15/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82144,3/8/22,3/7/23,Auto Standard,100000,500,1200,AGT103,Standard
POL82145,10/1/23,9/29/24,Health Basic,5000,250,500,AGT101,Standard
POL82146,11/19/22,11/18/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82147,5/15/23,5/13/24,Auto Standard,100000,500,1200,AGT102,Standard
POL82148,4/5/23,4/3/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82149,2/14/22,2/13/23,Health Basic,5000,250,500,AGT102,Standard
POL82150,10/23/22,10/22/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82151,2/5/22,2/4/23,Auto Standard,100000,500,1200,AGT102,Standard
POL82152,11/6/22,11/5/23,Auto Standard,100000,500,1200,AGT102,Standard
POL82153,6/29/22,6/28/23,Health Basic,5000,250,500,AGT102,Standard
POL82154,8/17/22,8/16/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82155,7/21/23,7/19/24,Auto Standard,100000,500,1200,AGT103,Standard
POL82156,9/30/22,9/29/23,Auto Standard,100000,500,1200,AGT102,Standard
POL82157,5/27/23,5/25/24,Auto Standard,100000,500,1200,AGT101,Standard
POL82158,8/9/23,8/7/24,Health Basic,5000,250,500,AGT103,Standard
POL82159,9/8/22,9/7/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82160,6/27/22,6/26/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82161,7/19/23,7/17/24,Health Basic,5000,250,500,AGT102,Standard
POL82162,7/24/22,7/23/23,Health Basic,5000,250,500,AGT101,Standard
POL82163,9/4/22,9/3/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82164,12/20/22,12/19/23,Health Basic,5000,250,500,AGT103,Standard
POL82165,1/9/23,1/8/24,Auto Standard,100000,500,1200,AGT101,Standard
POL82166,8/1/22,7/31/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82167,4/21/22,4/20/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82168,6/8/23,6/6/24,Health Basic,5000,250,500,AGT102,Standard
POL82169,3/23/23,3/21/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82170,2/11/22,2/10/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82171,1/18/22,1/17/23,Health Basic,5000,250,500,AGT102,Standard
POL82172,12/15/23,12/13/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82173,11/3/23,11/1/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82174,7/16/22,7/15/23,Auto Standard,100000,500,1200,AGT103,Standard
POL82175,12/26/22,12/25/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82176,10/28/23,10/26/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82177,11/8/23,11/6/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82178,11/3/23,11/1/24,Auto Standard,100000,500,1200,AGT102,Standard
POL82179,1/13/22,1/12/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82180,11/22/23,11/20/24,Health Basic,5000,250,500,AGT103,Standard
POL82181,7/23/22,7/22/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82182,5/4/23,5/2/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82183,6/21/23,6/19/24,Auto Standard,100000,500,1200,AGT103,Standard
POL82184,4/20/23,4/18/24,Health Basic,5000,250,500,AGT102,Standard
POL82185,7/14/23,7/12/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82186,11/17/22,11/16/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82187,5/16/22,5/15/23,Health Basic,5000,250,500,AGT101,Standard
POL82188,1/4/23,1/3/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82189,7/5/22,7/4/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82190,9/14/23,9/12/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82191,9/23/22,9/22/23,Auto Standard,100000,500,1200,AGT102,Standard
POL82192,6/16/22,6/15/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82193,10/23/23,10/21/24,Auto Standard,100000,500,1200,AGT102,Standard
POL82194,3/15/23,3/13/24,Health Basic,5000,250,500,AGT102,Standard
POL82195,7/14/22,7/13/23,Health Basic,5000,250,500,AGT102,Standard
POL82196,1/14/23,1/13/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82197,10/13/23,10/11/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82198,4/9/23,4/7/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82199,5/27/22,5/26/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82200,5/9/22,5/8/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82201,9/25/22,9/24/23,Health Basic,5000,250,500,AGT101,Standard
POL82202,8/11/22,8/10/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82203,6/10/23,6/8/24,Auto Standard,100000,500,1200,AGT101,Standard
POL82204,5/11/23,5/9/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82205,3/30/22,3/29/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82206,3/28/22,3/27/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82207,2/21/22,2/20/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82208,4/7/22,4/6/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82209,8/27/22,8/26/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82210,8/23/23,8/21/24,Health Basic,5000,250,500,AGT103,Standard
POL82211,6/15/22,6/14/23,Auto Standard,100000,500,1200,AGT102,Standard
POL82212,1/25/23,1/24/24,Health Basic,5000,250,500,AGT101,Standard
POL82213,6/4/22,6/3/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82214,10/18/22,10/17/23,Health Basic,5000,250,500,AGT101,Standard
POL82215,4/4/22,4/3/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82216,11/25/22,11/24/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82217,8/19/23,8/17/24,Auto Standard,100000,500,1200,AGT103,Standard
POL82218,7/28/23,7/26/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82219,2/10/23,2/9/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82220,6/19/23,6/17/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82221,4/24/22,4/23/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82222,12/2/22,12/1/23,Auto Standard,100000,500,1200,AGT101,Standard
POL82223,4/27/23,4/25/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82224,4/23/23,4/21/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82225,2/21/23,2/20/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82226,12/11/22,12/10/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82227,6/8/22,6/7/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82228,9/12/22,9/11/23,Auto Standard,100000,500,1200,AGT101,Standard
POL82229,11/23/22,11/22/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82230,3/10/22,3/9/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82231,4/9/23,4/7/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82232,12/12/23,12/10/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82233,2/19/23,2/18/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82234,3/25/23,3/23/24,Health Basic,5000,250,500,AGT101,Standard
POL82235,2/6/22,2/5/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82236,11/8/23,11/6/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82237,11/3/22,11/2/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82238,2/6/22,2/5/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82239,1/7/23,1/6/24,Auto Standard,100000,500,1200,AGT101,Standard
POL82240,3/12/22,3/11/23,Auto Standard,100000,500,1200,AGT102,Standard
POL82241,4/13/22,4/12/23,Health Basic,5000,250,500,AGT102,Standard
POL82242,3/28/23,3/26/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82243,10/2/23,9/30/24,Auto Standard,100000,500,1200,AGT101,Standard
POL82244,4/4/22,4/3/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82245,11/17/22,11/16/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82246,12/26/22,12/25/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82247,8/22/23,8/20/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82248,7/27/22,7/26/23,Health Basic,5000,250,500,AGT103,Standard
POL82249,4/25/23,4/23/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82250,8/24/22,8/23/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82251,5/30/23,5/28/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82252,4/4/22,4/3/23,Auto Standard,100000,500,1200,AGT103,Standard
POL82253,3/2/22,3/1/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82254,3/31/22,3/30/23,Health Basic,5000,250,500,AGT101,Standard
POL82255,3/6/23,3/4/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82256,4/26/22,4/25/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82257,9/16/23,9/14/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82258,2/9/23,2/8/24,Auto Standard,100000,500,1200,AGT103,Standard
POL82259,7/28/22,7/27/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82260,10/3/23,10/1/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82261,2/24/23,2/23/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82262,9/6/22,9/5/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82263,5/9/22,5/8/23,Health Basic,5000,250,500,AGT103,Standard
POL82264,12/5/23,12/3/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82265,10/25/23,10/23/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82266,3/21/22,3/20/23,Health Basic,5000,250,500,AGT102,Standard
POL82267,4/21/22,4/20/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82268,2/24/23,2/23/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82269,9/6/22,9/5/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82270,3/27/22,3/26/23,Health Basic,5000,250,500,AGT103,Standard
POL82271,1/12/22,1/11/23,Auto Standard,100000,500,1200,AGT101,Standard
POL82272,5/30/22,5/29/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82273,4/23/22,4/22/23,Auto Standard,100000,500,1200,AGT102,Standard
POL82274,6/28/23,6/26/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82275,4/29/23,4/27/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82276,12/12/22,12/11/23,Health Basic,5000,250,500,AGT101,Standard
POL82277,2/24/22,2/23/23,Health Basic,5000,250,500,AGT101,Standard
POL82278,4/13/22,4/12/23,Auto Standard,100000,500,1200,AGT103,Standard
POL82279,6/1/23,5/30/24,Health Basic,5000,250,500,AGT102,Standard
POL82280,3/5/22,3/4/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82281,3/31/23,3/29/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82282,1/3/22,1/2/23,Health Basic,5000,250,500,AGT102,Standard
POL82283,4/20/22,4/19/23,Health Basic,5000,250,500,AGT103,Standard
POL82284,6/21/23,6/19/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82285,4/21/23,4/19/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82286,1/30/22,1/29/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82287,9/5/23,9/3/24,Health Basic,5000,250,500,AGT101,Standard
POL82288,1/26/22,1/25/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82289,4/26/23,4/24/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82290,5/20/23,5/18/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82291,5/3/22,5/2/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82292,2/18/23,2/17/24,Health Basic,5000,250,500,AGT102,Standard
POL82293,6/23/23,6/21/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82294,8/25/23,8/23/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82295,11/23/22,11/22/23,Auto Standard,100000,500,1200,AGT101,Standard
POL82296,2/1/22,1/31/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82297,8/17/23,8/15/24,Auto Standard,100000,500,1200,AGT102,Standard
POL82298,11/29/22,11/28/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82299,6/30/22,6/29/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82300,12/12/22,12/11/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82301,7/8/23,7/6/24,Auto Standard,100000,500,1200,AGT102,Standard
POL82302,1/3/22,1/2/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82303,6/23/22,6/22/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82304,12/1/22,11/30/23,Auto Standard,100000,500,1200,AGT103,Standard
POL82305,7/8/22,7/7/23,Auto Standard,100000,500,1200,AGT101,Standard
POL82306,12/19/22,12/18/23,Health Basic,5000,250,500,AGT103,Standard
POL82307,2/19/23,2/18/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82308,9/21/23,9/19/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82309,10/27/22,10/26/23,Auto Standard,100000,500,1200,AGT101,Standard
POL82310,9/26/22,9/25/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82311,5/3/23,5/1/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82312,3/4/22,3/3/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82313,10/16/22,10/15/23,Health Basic,5000,250,500,AGT102,Standard
POL82314,7/18/23,7/16/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82315,6/7/22,6/6/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82316,6/29/22,6/28/23,Auto Standard,100000,500,1200,AGT101,Standard
POL82317,1/15/22,1/14/23,Auto Standard,100000,500,1200,AGT103,Standard
POL82318,9/22/22,9/21/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82319,10/13/23,10/11/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82320,8/29/23,8/27/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82321,12/19/22,12/18/23,Health Basic,5000,250,500,AGT102,Standard
POL82322,11/27/23,11/25/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82323,2/9/23,2/8/24,Auto Standard,100000,500,1200,AGT103,Standard
POL82324,6/9/22,6/8/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82325,8/22/23,8/20/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82326,3/15/23,3/13/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82327,7/7/22,7/6/23,Health Basic,5000,250,500,AGT101,Standard
POL82328,7/23/23,7/21/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82329,11/17/22,11/16/23,Health Basic,5000,250,500,AGT103,Standard
POL82330,8/14/22,8/13/23,Auto Standard,100000,500,1200,AGT103,Standard
POL82331,3/3/22,3/2/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82332,2/6/22,2/5/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82333,12/31/22,12/30/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82334,4/16/22,4/15/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82335,6/27/22,6/26/23,Auto Standard,100000,500,1200,AGT103,Standard
POL82336,2/22/22,2/21/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82337,1/27/22,1/26/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82338,11/1/22,10/31/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82339,7/5/23,7/3/24,Health Basic,5000,250,500,AGT102,Standard
POL82340,5/2/22,5/1/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82341,10/11/22,10/10/23,Auto Standard,100000,500,1200,AGT102,Standard
POL82342,5/18/23,5/16/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82343,5/1/23,4/29/24,Auto Standard,100000,500,1200,AGT103,Standard
POL82344,8/4/23,8/2/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82345,2/21/22,2/20/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82346,2/7/23,2/6/24,Auto Standard,100000,500,1200,AGT101,Standard
POL82347,5/12/23,5/10/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82348,6/5/23,6/3/24,Auto Standard,100000,500,1200,AGT102,Standard
POL82349,7/2/23,6/30/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82350,12/13/23,12/11/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82351,11/26/23,11/24/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82352,10/28/23,10/26/24,Auto Standard,100000,500,1200,AGT102,Standard
POL82353,10/20/23,10/18/24,Health Basic,5000,250,500,AGT102,Standard
POL82354,4/1/22,3/31/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82355,12/30/22,12/29/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82356,12/16/22,12/15/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82357,3/8/22,3/7/23,Auto Standard,100000,500,1200,AGT101,Standard
POL82358,10/20/22,10/19/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82359,11/8/22,11/7/23,Health Basic,5000,250,500,AGT103,Standard
POL82360,5/21/23,5/19/24,Auto Standard,100000,500,1200,AGT101,Standard
POL82361,10/29/23,10/27/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82362,10/24/22,10/23/23,Health Basic,5000,250,500,AGT102,Standard
POL82363,2/17/22,2/16/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82364,6/26/22,6/25/23,Health Basic,5000,250,500,AGT103,Standard
POL82365,10/29/23,10/27/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82366,3/10/22,3/9/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82367,3/27/23,3/25/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82368,7/28/23,7/26/24,Health Basic,5000,250,500,AGT101,Standard
POL82369,8/27/23,8/25/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82370,6/2/22,6/1/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82371,6/28/23,6/26/24,Health Basic,5000,250,500,AGT102,Standard
POL82372,1/15/23,1/14/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82373,7/30/22,7/29/23,Health Basic,5000,250,500,AGT103,Standard
POL82374,11/6/22,11/5/23,Auto Standard,100000,500,1200,AGT103,Standard
POL82375,7/16/23,7/14/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82376,6/30/22,6/29/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82377,4/27/23,4/25/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82378,9/9/22,9/8/23,Health Basic,5000,250,500,AGT102,Standard
POL82379,3/17/22,3/16/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82380,2/24/23,2/23/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL82381,9/19/23,9/17/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL82382,2/6/23,2/5/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL82383,3/12/22,3/11/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL82384,5/27/22,5/26/23,Auto Standard,100000,500,1200,AGT102,Standard
POL82385,12/2/22,12/1/23,Health Basic,5000,250,500,AGT101,Standard
POL82386,11/3/23,11/1/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL82387,6/11/23,6/9/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL82388,3/26/22,3/25/23,Health Basic,5000,250,500,AGT103,Standard
POL82389,3/25/23,3/23/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL82390,7/11/22,7/10/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL82391,2/15/23,2/14/24,Auto Standard,100000,500,1200,AGT103,Standard
POL82392,10/25/23,10/23/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL82393,4/1/22,3/31/23,Health Basic,5000,250,500,AGT101,Standard
